Type,Make,Variant,Length,GeoRegion,CRS,Price,Year
monohulled,Beneteau,Oceanis 40,40.0,USA,Michigan,139000,2008
monohulled,Beneteau,Oceanis 40,40.0,USA,New York,155969,2008
monohulled,Beneteau,Oceanis 40,40.0,Europe,Spain,100820,2008
monohulled,Beneteau,Oceanis 40,40.0,USA,Washington,159000,2008
monohulled,Beneteau,43,43.0,USA,California,189500,2008
monohulled,Beneteau,43,43.0,USA,Florida,159500,2008
monohulled,Beneteau,43,43.0,USA,Florida,154000,2008
monohulled,Beneteau,Oceanis 43,43.0,Europe,Greece,133617,2008
monohulled,Beneteau,Oceanis 43,43.0,Europe,Greece,133598,2008
monohulled,Beneteau,Oceanis 43,43.0,Europe,Greece,121457,2008
monohulled,Beneteau,Cyclades 43.4,43.0,Europe,Greece,109311,2008
monohulled,Beneteau,Oceanis 43,43.0,Europe,Greece,95961,2008
monohulled,Beneteau,Oceanis 43,43.0,Europe,Greece,91090,2008
monohulled,Beneteau,Oceanis 43,43.0,Europe,Italy,121470,2008
monohulled,Beneteau,Oceanis 43,43.0,Europe,Italy,115396,2008
monohulled,Beneteau,43,43.0,USA,Louisiana,159900,2008
monohulled,Beneteau,Oceanis 43,43.0,USA,Mississippi,169000,2008
monohulled,Beneteau,43,43.0,USA,North Carolina,165000,2008
monohulled,Beneteau,Oceanis 43,43.0,Europe,Spain,163962,2008
monohulled,Beneteau,Oceanis 43,43.0,Europe,Spain,144549,2008
monohulled,Beneteau,Oceanis 43,43.0,Europe,Turkey,188278,2008
monohulled,Beneteau,Oceanis 43.4,43.0,Europe,Turkey,131187,2008
monohulled,Beneteau,Oceanis 423,43.0,USA,Washington,174000,2008
monohulled,Beneteau,First 45,46.0,Europe,Croatia,206308,2008
monohulled,Beneteau,First 45,46.0,Europe,France,188278,2008
monohulled,Beneteau,First 45,46.0,Europe,Italy,212572,2008
monohulled,Beneteau,Oceanis 46,47.0,USA,Florida,199000,2008
monohulled,Beneteau,Oceanis 46,47.0,Europe,France,169493,2008
monohulled,Beneteau,Oceanis 46,47.0,USA,Louisiana,185000,2008
monohulled,Beneteau,Oceanis 46,47.0,Europe,Monaco,182204,2008
monohulled,Beneteau,Oceanis 46,47.0,USA,New Jersey,198900,2008
monohulled,Beneteau,Oceanis 46,47.0,Europe,Spain,177346,2008
monohulled,Beneteau,Oceanis 46,47.0,Europe,Spain,157904,2008
monohulled,Beneteau,Oceanis 46,47.0,Europe,Turkey,166580,2008
monohulled,Beneteau,Oceanis 49,49.0,USA,California,249000,2008
monohulled,Beneteau,First 50,49.0,Europe,Croatia,302472,2008
monohulled,Beneteau,Oceanis 49,49.0,USA,Florida,238000,2008
monohulled,Beneteau,First 50,49.0,Europe,France,298827,2008
monohulled,Beneteau,Oceanis 50,49.0,Europe,Gibraltar,193186,2008
monohulled,Beneteau,Oceanis 50,49.0,Europe,Greece,200425,2008
monohulled,Beneteau,Oceanis 49,49.0,Caribbean,Grenada,240000,2008
monohulled,Beneteau,First 50,49.0,Europe,Italy,309760,2008
monohulled,Beneteau,Oceanis 50,49.0,Europe,Italy,204077,2008
monohulled,Beneteau,Oceanis 49,49.0,USA,New York,215000,2008
monohulled,Beneteau,First 50 Sport,49.0,Europe,Spain,297613,2008
monohulled,Beneteau,Oceanis 50,49.0,Europe,Turkey,224719,2008
monohulled,Beneteau,Cyclades 50.5,51.0,Europe,Croatia,200425,2008
monohulled,Beneteau,Cyclades 50.5,51.0,Europe,Greece,145764,2008
monohulled,Beneteau,Cyclades 50.5,51.0,Europe,Greece,139690,2008
monohulled,Beneteau,Cyclades 50.5,51.0,Europe,Italy,145764,2008
monohulled,Beneteau,Oceanis 523,53.0,Europe,Croatia,425144,2008
monohulled,Beneteau,Oceanis Clipper 523,53.0,Europe,United Kingdom,206509,2008
monohulled,Beneteau,56,56.0,Europe,Spain,352276,2008
monohulled,C&C,115,38.0,USA,Texas,134900,2008
monohulled,Caliber,47 LRC SE,48.0,USA,Florida,309950,2008
monohulled,Catalina,42 MK II,42.0,USA,California,188000,2008
monohulled,Catalina,470,47.0,USA,Florida,285000,2008
monohulled,Catalina,470,47.0,USA,Texas,249000,2008
monohulled,Comar,Comet 450,45.0,Europe,Croatia,120255,2008
monohulled,Comar,Comet 45s,46.0,Europe,Croatia,120012,2008
monohulled,Comar,Comet 45S,46.0,Europe,Spain,241725,2008
monohulled,Comar,Comet 52 RS,52.0,Europe,Italy,267244,2008
monohulled,Dehler,41 CR,41.0,Europe,Greece,176046,2008
monohulled,Dehler,47 SQ,47.0,Europe,France,238688,2008
monohulled,Dehler,47,47.0,Europe,Italy,205284,2008
monohulled,Dufour,425 GL,42.0,Europe,Italy,139690,2008
monohulled,Dufour,455 GL,45.0,Europe,France,97200,2008
monohulled,Dufour,455 GL,45.0,Europe,Malta,145801,2008
monohulled,Dufour,455 GL,45.0,Europe,Spain,109323,2008
monohulled,Dufour,485 GL,48.0,Europe,Italy,230802,2008
monohulled,Dufour,485,48.0,Europe,Malta,242939,2008
monohulled,Dufour,525 GL,50.0,Europe,France,229587,2008
monohulled,Dufour,525 GL,50.0,Europe,France,229578,2008
monohulled,Dufour,525 GL,50.0,Europe,Italy,291527,2008
monohulled,Elan,410,40.0,Europe,Greece,103235,2008
monohulled,Elan,450,44.0,Europe,Croatia,200425,2008
monohulled,Elan,450,44.0,Europe,Croatia,194351,2008
monohulled,Elan,450,44.0,Europe,Croatia,182015,2008
monohulled,Elan,450,44.0,Europe,Croatia,168843,2008
monohulled,Elan,450,44.0,Europe,Croatia,165806,2008
monohulled,Elan,Impression 434,44.0,Europe,Croatia,101913,2008
monohulled,Elan,450,44.0,Europe,Italy,157911,2008
monohulled,Elan,514 IMPRESSION,52.0,Europe,Croatia,133617,2008
monohulled,Grand Soleil,43,43.0,Europe,France,239295,2008
monohulled,Grand Soleil,43,43.0,Europe,France,224719,2008
monohulled,Grand Soleil,43,43.0,Europe,United Kingdom,126570,2008
monohulled,Grand Soleil,45,45.0,Europe,Italy,212572,2008
monohulled,Grand Soleil,50,49.0,Caribbean,Grenada,229000,2008
monohulled,Grand Soleil,54,53.0,Europe,France,455449,2008
monohulled,Grand Soleil,54,53.0,Europe,Italy,376556,2008
monohulled,Grand Soleil,56,55.0,Europe,United Kingdom,353064,2008
monohulled,Hallberg-Rassy,40,40.0,Europe,Cyprus,363194,2008
monohulled,Hallberg-Rassy,40,40.0,USA,Maryland,299500,2008
monohulled,Hallberg-Rassy,43,44.0,USA,Maryland,389000,2008
monohulled,Hallberg-Rassy,54,55.0,Europe,Netherlands,1001988,2008
monohulled,Hanse,400e,40.0,Europe,Croatia,132402,2008
monohulled,Hanse,400 Epoxy,40.0,Europe,Greece,115396,2008
monohulled,Hanse,400,40.0,Europe,Spain,106920,2008
monohulled,Hanse,400,40.0,Europe,Spain,106893,2008
monohulled,Hanse,430e,43.0,Europe,Croatia,133495,2008
monohulled,Hanse,430e,43.0,Europe,Greece,153052,2008
monohulled,Hanse,430e,43.0,Europe,Greece,145764,2008
monohulled,Hanse,470e,47.0,USA,Connecticut,249000,2008
monohulled,Hanse,470e,47.0,Europe,France,224719,2008
monohulled,Hanse,470e,47.0,Europe,France,188326,2008
monohulled,Hanse,540e,52.0,USA,California,397000,2008
monohulled,Hanse,540e,52.0,Europe,Croatia,267244,2008
monohulled,Hanse,540e,52.0,Europe,Germany,241603,2008
monohulled,Hanse,540e,52.0,Europe,Greece,254479,2008
monohulled,Hanse,540e,52.0,Europe,Greece,249023,2008
monohulled,Hanse,540,52.0,Europe,Greece,242949,2008
monohulled,Hanse,540e,52.0,Europe,Italy,303674,2008
monohulled,Hanse,540e,52.0,Europe,Italy,267244,2008
monohulled,Hanse,540e,52.0,Caribbean,Mexico,280000,2008
monohulled,Hunter,38,38.0,USA,Massachusetts,105000,2008
monohulled,Hunter,38,38.0,USA,New York,104000,2008
monohulled,Hunter,38,38.0,USA,Rhode Island,119500,2008
monohulled,Hunter,38,38.0,USA,Texas,109900,2008
monohulled,Hunter,38,38.0,USA,Virginia,109500,2008
monohulled,Hunter,41 DS,40.0,USA,California,120000,2008
monohulled,Hunter,41 DS,40.0,USA,Florida,135000,2008
monohulled,Hunter,41 DS,40.0,USA,New York,140294,2008
monohulled,Hunter,41 DS,40.0,USA,Virginia,125000,2008
monohulled,Hunter,45 Center Cockpit,45.0,USA,California,245000,2008
monohulled,Hunter,45 DS,45.0,USA,Michigan,210000,2008
monohulled,Hunter,45cc,45.0,USA,Ohio,210000,2008
monohulled,Hunter,49,50.0,USA,Michigan,219900,2008
monohulled,Hunter,45 Center Cockpit,45.0,Caribbean,Puerto Rico,174900,2008
monohulled,Hylas,46,46.0,Europe,United Kingdom,425675,2008
monohulled,Island Packet,440,45.0,Europe,Netherlands,358287,2008
monohulled,Island Packet,440,45.0,Europe,United Kingdom,366387,2008
monohulled,Island Packet,465,49.0,Caribbean,Grenada,330000,2008
monohulled,J Boats,J 122,40.0,Europe,Malta,212572,2008
monohulled,J Boats,J 122,40.0,Europe,Spain,206498,2008
monohulled,J Boats,J 122,40.0,Europe,Spain,204121,2008
monohulled,Jeanneau,Sun Odyssey 39i,39.0,USA,California,149000,2008
monohulled,Jeanneau,Sun Odyssey 39i,39.0,USA,Florida,132790,2008
monohulled,Jeanneau,Sun Odyssey 39i,39.0,USA,Florida,129990,2008
monohulled,Jeanneau,Sun Odyssey 39i,39.0,Europe,France,96593,2008
monohulled,Jeanneau,Sun Odyssey 39i,39.0,Europe,Greece,78955,2008
monohulled,Jeanneau,39i,39.0,Caribbean,Grenada,109000,2008
monohulled,Jeanneau,Sun Odyssey 39i,39.0,Europe,Italy,119040,2008
monohulled,Jeanneau,Sun Odyssey 39i,39.0,USA,New York,89000,2008
monohulled,Jeanneau,Sun Odyssey 39i,39.0,Europe,Slovenia,87458,2008
monohulled,Jeanneau,Sun Odyssey 39i,39.0,Europe,Spain,97200,2008
monohulled,Jeanneau,Sun Odyssey 39i,39.0,USA,Washington,129900,2008
monohulled,Jeanneau,Sun Odyssey 42 DS,42.0,Caribbean,British Virgin Islands,149000,2008
monohulled,Jeanneau,Sun Odyssey 42i,42.0,Europe,Croatia,99630,2008
monohulled,Jeanneau,Sun Odyssey 42i,42.0,Europe,Croatia,93519,2008
monohulled,Jeanneau,Sun Odyssey 42i,42.0,Europe,Italy,178606,2008
monohulled,Jeanneau,Sun Odyssey 42i Performance,42.0,Europe,Italy,151837,2008
monohulled,Jeanneau,Sun Odyssey 42i Performance,42.0,Europe,Italy,145744,2008
monohulled,Jeanneau,Sun Odyssey 42i,42.0,Europe,Italy,138511,2008
monohulled,Jeanneau,Sun Odyssey 42,42.0,Europe,Italy,127526,2008
monohulled,Jeanneau,Sun Odyssey 42 DS,42.0,Europe,Spain,176131,2008
monohulled,Jeanneau,Sun Odyssey 45 DS,45.0,Europe,Greece,145801,2008
monohulled,Jeanneau,Sun Odyssey 45,45.0,Europe,Italy,121506,2008
monohulled,Jeanneau,Sun Odyssey 45,45.0,Europe,Italy,121470,2008
monohulled,Jeanneau,Sun Odyssey 45,45.0,Europe,Malta,151876,2008
monohulled,Jeanneau,Sun Odyssey 45 DS,45.0,Europe,Spain,212626,2008
monohulled,Jeanneau,Sun Odyssey 45 DS,45.0,Europe,Spain,200425,2008
monohulled,Jeanneau,45 Sun Odyssey Performance,45.0,Europe,Spain,145199,2008
monohulled,Jeanneau,Sun Odyssey 45 DS,45.0,USA,Virginia,199000,2008
monohulled,Jeanneau,Sun Odyssey 49i,49.0,Europe,Croatia,134710,2008
monohulled,Jeanneau,Sun Odyssey 49i,49.0,Europe,Croatia,132402,2008
monohulled,Jeanneau,Sun Odyssey 49i,49.0,Europe,Croatia,122684,2008
monohulled,Jeanneau,Sun Odyssey 49i,49.0,Europe,Croatia,120255,2008
monohulled,Jeanneau,Sun Odyssey 49i Performance,49.0,Europe,Croatia,120161,2008
monohulled,Jeanneau,Sun Odyssey 49i,49.0,Europe,Croatia,113574,2008
monohulled,Jeanneau,Sun Odyssey 50 DS,49.0,Europe,Greece,249013,2008
monohulled,Jeanneau,Sun Odyssey 49 Owners Version,49.0,Europe,Greece,236866,2008
monohulled,Jeanneau,Sun Odyssey 49i,49.0,Europe,Greece,121409,2008
monohulled,Jeanneau,Sun Odyssey 49i Performance,49.0,Europe,Italy,176131,2008
monohulled,Jeanneau,Sun Odyssey 49i,49.0,Europe,Italy,173709,2008
monohulled,Jeanneau,Sun Odyssey 50 DS,49.0,USA,Michigan,244900,2008
monohulled,Jeanneau,Sun Odyssey 49i,49.0,Caribbean,Sint Maarten (Dutch part),99999,2008
monohulled,Jeanneau,49i,49.0,USA,Wisconsin,199900,2008
monohulled,Jeanneau,Sun Odyssey 54 DS,55.0,Europe,Croatia,169815,2008
monohulled,Jeanneau,Sun Odyssey 54 DS,55.0,Europe,Croatia,169791,2008
monohulled,Jeanneau,Sun Odyssey 54 DS,55.0,Europe,Greece,303674,2008
monohulled,Jeanneau,Sun Odyssey 54 DS,55.0,Europe,Greece,273270,2008
monohulled,Jeanneau,Sun Odyssey 54 DS,55.0,Europe,Greece,261124,2008
monohulled,Jeanneau,Sun Odyssey 54 DS,55.0,Europe,Spain,364409,2008
monohulled,Jeanneau,Sun Odyssey 54 DS,55.0,Europe,United Kingdom,278454,2008
monohulled,Malo,40,40.0,Europe,United Kingdom,332413,2008
monohulled,Maxi,1300,41.0,Europe,Germany,347601,2008
monohulled,Maxi,1300,41.0,Europe,Germany,290312,2008
monohulled,Morris,M42,42.0,USA,New York,495000,2008
monohulled,Oyster,54,54.0,Europe,Gibraltar,792729,2008
monohulled,Passport,470 Center Cockpit,47.0,USA,Michigan,524500,2008
monohulled,Poncin,harmony 52,52.0,Europe,Croatia,91102,2008
monohulled,Sabre,426,42.0,USA,California,299000,2008
monohulled,Sabre,426,42.0,USA,Connecticut,325000,2008
monohulled,Salona,45,44.0,Europe,Italy,170057,2008
monohulled,ShearWater,39,43.0,Caribbean,Trinidad and Tobago,220000,2008
monohulled,Sly,53,53.0,Europe,France,382629,2008
monohulled,Sly,53,53.0,Europe,Turkey,364424,2008
monohulled,Sly,53,53.0,Europe,Turkey,297601,2008
monohulled,Sweden Yachts,54,54.0,Europe,Netherlands,727025,2008
monohulled,Tartan,4300,43.0,USA,New York,399000,2008
monohulled,Wauquiez,Centurion 40s,40.0,Europe,France,212383,2008
monohulled,Wauquiez,Pilot Saloon 47,47.0,Europe,Netherlands,290324,2008
monohulled,X-Yachts,X-41 One Design,41.0,Europe,Italy,218645,2008
monohulled,X-Yachts,X-50 Modern,50.0,Europe,Sweden,419070,2008
monohulled,Zuanelli,40,40.0,Europe,Italy,279380,2008
monohulled,Zuanelli,40,40.0,Europe,Italy,230761,2008
monohulled,Alliage,AZZURO 53,55.0,Europe,France,601299,2009
monohulled,Archambault,40 RC,39.0,Europe,France,132436,2009
monohulled,Archambault,40 RC,39.0,Europe,Spain,151876,2009
monohulled,Archambault,40 RC,39.0,Europe,Spain,151816,2009
monohulled,Bavaria,38 Cruiser,38.0,Europe,Croatia,70452,2009
monohulled,Bavaria,38 Cruiser,38.0,Europe,Netherlands,96568,2009
monohulled,Bavaria,40 Cruiser,40.0,Europe,Croatia,95948,2009
monohulled,Bavaria,47 Cruiser,47.0,Europe,Greece,127543,2009
monohulled,Bavaria,47 Cruiser,47.0,Europe,Italy,120239,2009
monohulled,Bavaria,47 Cruiser,47.0,Europe,Italy,91106,2009
monohulled,Bavaria,47 Cruiser,47.0,Europe,United Kingdom,265131,2009
monohulled,Bavaria,50 Cruiser,49.0,Europe,Croatia,165351,2009
monohulled,Bavaria,50 Cruiser,49.0,Europe,Croatia,95354,2009
monohulled,Bavaria,51 Cruiser,49.0,Europe,Italy,188278,2009
monohulled,Bavaria,51 Cruiser,49.0,Europe,Italy,157911,2009
monohulled,Bavaria,56 Cruiser,54.0,Europe,Turkey,236866,2009
monohulled,Beneteau,Oceanis 40,40.0,Caribbean,Aruba,155000,2009
monohulled,Beneteau,Oceanis 40,40.0,Europe,Croatia,99605,2009
monohulled,Beneteau,Oceanis 40,40.0,USA,Florida,165000,2009
monohulled,Beneteau,First 40,40.0,Europe,France,144549,2009
monohulled,Beneteau,First 40,40.0,Europe,Greece,120285,2009
monohulled,Beneteau,First 40,40.0,Europe,Greece,120255,2009
monohulled,Beneteau,First 40 CR,40.0,Europe,Italy,182204,2009
monohulled,Beneteau,Oceanis 40,40.0,Europe,Italy,109323,2009
monohulled,Beneteau,First 40,40.0,Europe,Spain,182204,2009
monohulled,Beneteau,40,40.0,USA,Washington,159000,2009
monohulled,Beneteau,Oceanis 43,43.0,Europe,Croatia,119024,2009
monohulled,Beneteau,Oceanis 43,43.0,Europe,Croatia,110537,2009
monohulled,Beneteau,Oceanis 43,43.0,Europe,Croatia,106893,2009
monohulled,Beneteau,Oceanis 43,43.0,Europe,Croatia,105679,2009
monohulled,Beneteau,Oceanis 43,43.0,USA,Florida,110900,2009
monohulled,Beneteau,Oceanis 43 Family,43.0,Europe,Greece,133617,2009
monohulled,Beneteau,Oceanis 43,43.0,Europe,Spain,115380,2009
monohulled,Beneteau,Oceanis 43,43.0,Europe,Turkey,139690,2009
monohulled,Beneteau,First 45,46.0,Europe,Croatia,115396,2009
monohulled,Beneteau,First 45,46.0,Europe,Italy,180990,2009
monohulled,Beneteau,First 45,46.0,Europe,Spain,200433,2009
monohulled,Beneteau,Oceanis 46,47.0,USA,California,229000,2009
monohulled,Beneteau,Oceanis 46,47.0,Europe,France,167628,2009
monohulled,Beneteau,Oceanis 46,47.0,Europe,Greece,139696,2009
monohulled,Beneteau,Oceanis 46,47.0,Europe,Italy,103249,2009
monohulled,Beneteau,Oceanis 46,47.0,Europe,Spain,132402,2009
monohulled,Beneteau,Oceanis 49,49.0,Caribbean,Mexico,239000,2009
monohulled,Beneteau,First 50,49.0,Europe,Spain,285465,2009
monohulled,Beneteau,Oceanis 50,49.0,Europe,Turkey,186524,2009
monohulled,Beneteau,Oceanis 49,49.0,USA,Virginia,259000,2009
monohulled,Beneteau,Cyclades 50.5,51.0,Europe,Croatia,144549,2009
monohulled,Beneteau,Cyclades 50.5,51.0,Europe,Croatia,139690,2009
monohulled,Beneteau,Cyclades 50.5,51.0,Europe,Germany,139550,2009
monohulled,Beneteau,Cyclades 50.5,51.0,Europe,Greece,144306,2009
monohulled,Beneteau,Cyclades 50.5,51.0,Caribbean,Martinique,155538,2009
monohulled,Beneteau,Oceanis 54,54.0,Europe,Croatia,253837,2009
monohulled,Beneteau,Oceanis 54,54.0,Europe,Croatia,240520,2009
monohulled,Beneteau,Oceanis 54,54.0,Europe,Croatia,240510,2009
monohulled,Beneteau,Oceanis 54,54.0,Europe,Croatia,227117,2009
monohulled,Beneteau,Oceanis 54,54.0,Europe,Croatia,218533,2009
monohulled,Beneteau,Oceanis 54,54.0,Europe,Croatia,212572,2009
monohulled,Beneteau,Oceanis 54,54.0,Europe,Croatia,212543,2009
monohulled,Beneteau,Oceanis 54,54.0,Europe,Croatia,206255,2009
monohulled,Beneteau,Oceanis 54,54.0,Europe,France,279380,2009
monohulled,Beneteau,Oceanis 54,54.0,Europe,Greece,224688,2009
monohulled,Beneteau,Oceanis 54,54.0,Europe,Greece,206470,2009
monohulled,Beneteau,Oceanis 54,54.0,Caribbean,Grenada,239900,2009
monohulled,Beneteau,Oceanis 54,54.0,Caribbean,Guadeloupe,188347,2009
monohulled,Beneteau,Oceanis 54,54.0,Caribbean,Guadeloupe,182000,2009
monohulled,Beneteau,Oceanis 54,54.0,Europe,Turkey,242906,2009
monohulled,Beneteau,America 50,49.0,Caribbean,Mexico,249000,2009
monohulled,Bestevaer,49ST,49.0,Europe,Netherlands,848957,2009
monohulled,B-Yachts,38,38.0,Europe,Switzerland,207466,2009
monohulled,C&C,115,38.0,USA,Wisconsin,165000,2009
monohulled,Catalina,42 Mk II,42.0,Europe,Netherlands,182204,2009
monohulled,Catalina,470,47.0,USA,California,299900,2009
monohulled,Comar,Comet 41S,41.0,Europe,Italy,155481,2009
monohulled,Comar,Comet 45s,46.0,Europe,Italy,180990,2009
monohulled,Dufour,405 GL,40.0,Europe,France,132436,2009
monohulled,Dufour,40 Performance,40.0,Europe,Greece,119024,2009
monohulled,Dufour,425 GL,42.0,Europe,Italy,127526,2009
monohulled,Dufour,425,42.0,Europe,Spain,151837,2009
monohulled,Dufour,455 GL,45.0,USA,New York,189000,2009
monohulled,Elan,Impression 434,44.0,Europe,Croatia,103128,2009
monohulled,Elan,Impression 434,44.0,Europe,United Kingdom,179930,2009
monohulled,Grand Soleil,37 B&C,38.0,Europe,France,139690,2009
monohulled,Grand Soleil,40 B&C,41.0,Europe,Italy,151876,2009
monohulled,Grand Soleil,46 Jezequel,47.0,Europe,Italy,194351,2009
monohulled,Grand Soleil,48 Ocean Cruiser,49.0,Europe,Italy,182204,2009
monohulled,Hallberg-Rassy,54,55.0,Europe,Croatia,971625,2009
monohulled,Hallberg-Rassy,54,55.0,Europe,Spain,1032351,2009
monohulled,Hanse,400,40.0,Europe,Italy,95948,2009
monohulled,Hanse,430,43.0,Europe,Italy,151837,2009
monohulled,Hanse,540e,52.0,Europe,Italy,290312,2009
monohulled,Hunter,38,38.0,USA,California,135000,2009
monohulled,Hunter,38,38.0,USA,New York,115900,2009
monohulled,Hunter,38,38.0,USA,Ohio,117000,2009
monohulled,Hunter,41 DS,40.0,USA,California,120000,2009
monohulled,Hunter,41 DS,40.0,USA,Florida,150000,2009
monohulled,Hunter,49,50.0,USA,California,259000,2009
monohulled,Hunter,50,50.0,USA,Florida,239239,2009
monohulled,Hunter,49,50.0,Europe,Spain,278128,2009
monohulled,Island Packet,485,52.0,Europe,Germany,564834,2009
monohulled,Jeanneau,Sun Odyssey 39 DS,39.0,Europe,Croatia,127576,2009
monohulled,Jeanneau,Sun Odyssey 39i,39.0,Europe,Italy,100845,2009
monohulled,Jeanneau,Sun Odyssey 39i,39.0,Europe,Italy,100820,2009
monohulled,Jeanneau,Sun Odyssey 39i,39.0,Europe,Portugal,119070,2009
monohulled,Jeanneau,Sun Odyssey 39i,39.0,Europe,Portugal,114181,2009
monohulled,Jeanneau,Sun Odyssey 39 DS,39.0,Europe,Turkey,127543,2009
monohulled,Jeanneau,Sun Odyssey 42 DS,42.0,Caribbean,Antigua and Barbuda,145000,2009
monohulled,Jeanneau,Sun Odyssey 42i,42.0,Europe,Croatia,105679,2009
monohulled,Jeanneau,Sun Odyssey 42i,42.0,Europe,Croatia,101913,2009
monohulled,Jeanneau,Sun Odyssey 42i,42.0,Europe,Croatia,99630,2009
monohulled,Jeanneau,Sun Odyssey 42i,42.0,Europe,Italy,155460,2009
monohulled,Jeanneau,Sun Odyssey 42i,42.0,Europe,Italy,133651,2009
monohulled,Jeanneau,Sun Odyssey 42i,42.0,Europe,Italy,119024,2009
monohulled,Jeanneau,Sun Odyssey 42 DS,42.0,Europe,Spain,188278,2009
monohulled,Jeanneau,Sun Odyssey 42i,42.0,Caribbean,U.S. Virgin Islands,129000,2009
monohulled,Jeanneau,Sun Odyssey 45 DS,45.0,Europe,France,203462,2009
monohulled,Jeanneau,Sun Odyssey 44i,45.0,Europe,Greece,143371,2009
monohulled,Jeanneau,Sun Odyssey 44i,45.0,Europe,Greece,120881,2009
monohulled,Jeanneau,Sun Odyssey 44i,45.0,Europe,Greece,120850,2009
monohulled,Jeanneau,Sun Odyssey 44i,45.0,Europe,Greece,115396,2009
monohulled,Jeanneau,Sun Odyssey 45 DS,45.0,Europe,Italy,182204,2009
monohulled,Jeanneau,Sun Odyssey 44i,45.0,Caribbean,Martinique,127300,2009
monohulled,Jeanneau,Sun Odyssey 44i,45.0,USA,Rhode Island,186995,2009
monohulled,Jeanneau,Sun Odyssey 44i,45.0,USA,Wisconsin,179900,2009
monohulled,Jeanneau,Sun Odyssey 49i,49.0,Europe,Croatia,163984,2009
monohulled,Jeanneau,Sun Odyssey 50 DS,49.0,Europe,Croatia,157911,2009
monohulled,Jeanneau,Sun Odyssey 50 DS,49.0,Europe,Croatia,153052,2009
monohulled,Jeanneau,Sun Odyssey 50 DS,49.0,Europe,Croatia,145769,2009
monohulled,Jeanneau,Sun Odyssey 50 DS,49.0,Europe,Croatia,143922,2009
monohulled,Jeanneau,Sun Odyssey 49i,49.0,Europe,Croatia,127543,2009
monohulled,Jeanneau,Sun Odyssey 50 DS,49.0,Europe,Greece,266626,2009
monohulled,Jeanneau,Sun Odyssey 50 DS,49.0,Europe,Greece,193137,2009
monohulled,Jeanneau,Sun Odyssey 50 DS,49.0,Europe,Greece,157917,2009
monohulled,Jeanneau,Sun Odyssey 50 DS,49.0,Europe,Greece,151843,2009
monohulled,Jeanneau,Sun Odyssey 50 DS,49.0,Europe,Italy,266019,2009
monohulled,Jeanneau,Sun Odyssey 49i,49.0,Europe,Italy,206507,2009
monohulled,Jeanneau,Sun Odyssey 49i,49.0,Europe,Italy,144555,2009
monohulled,Jeanneau,Sun Odyssey 49i,49.0,Europe,Italy,109327,2009
monohulled,Jeanneau,Sun Odyssey 50 DS,49.0,USA,New York,274500,2009
monohulled,Jeanneau,Sun Odyssey 49i,49.0,Europe,Turkey,180990,2009
monohulled,Jeanneau,Sun Odyssey 54 DS,55.0,Caribbean,Guadeloupe,219940,2009
monohulled,Jeanneau,Sun Odyssey 54 DS,55.0,Europe,Italy,224719,2009
monohulled,Jeanneau,Sun Odyssey 54 DS,55.0,Caribbean,Martinique,220548,2009
monohulled,Jeanneau,Sun Odyssey 54 DS,55.0,Europe,Turkey,321895,2009
monohulled,Jeanneau,Sun Odyssey 50 DS,49.0,Caribbean,Grenada,220000,2009
monohulled,Jeanneau,Sun Odyssey 50 DS,49.0,Caribbean,Martinique,206574,2009
monohulled,Jeanneau,Sun Odyssey 49i,49.0,Caribbean,Saint Vincent and the Grenadines,109363,2009
monohulled,Malo,40 classic,40.0,Europe,Sweden,344449,2009
monohulled,Moody,45 DS,45.0,Europe,Greece,394776,2009
monohulled,Moody,45 Classic,46.0,Europe,Germany,358335,2009
monohulled,Nauticat,441 Ketch,44.0,Europe,Bulgaria,484664,2009
monohulled,Nauticat,441,44.0,Europe,Turkey,564977,2009
monohulled,Nordship,380DS,38.0,Europe,Netherlands,363209,2009
monohulled,Oyster,54,54.0,Europe,United Kingdom,692805,2009
monohulled,Passport,470 Center Cockpit,47.0,USA,Maryland,495000,2009
monohulled,RM Yachts,RM 1200,39.0,Europe,Italy,133598,2009
monohulled,Solaris,48,48.0,Europe,Croatia,302418,2009
monohulled,Solaris,48 ONE,48.0,Europe,Italy,388650,2009
monohulled,Southerly,42 RST,42.0,Europe,United Kingdom,300510,2009
monohulled,Tartan,4400,45.0,USA,Connecticut,349000,2009
monohulled,Triplast,Y 40,40.0,Europe,Croatia,105679,2009
monohulled,X-Yachts,Xc 42,42.0,Europe,Denmark,423539,2009
monohulled,Bavaria,45 Cruiser,44.0,Europe,Greece,142119,2010
monohulled,Bavaria,45 Cruiser,44.0,Europe,Greece,136046,2010
monohulled,Bavaria,51 Cruiser,49.0,Europe,Croatia,170057,2010
monohulled,Bavaria,51 Cruiser,49.0,Europe,Greece,166413,2010
monohulled,Bavaria,51 Cruiser,49.0,Europe,Italy,145764,2010
monohulled,Bavaria,51 Cruiser,49.0,Europe,Spain,120255,2010
monohulled,Bavaria,51 Cruiser,49.0,Europe,Spain,106893,2010
monohulled,Bavaria,56 Cruiser,54.0,Europe,Croatia,176131,2010
monohulled,Bavaria,56 Cruiser,54.0,Europe,Greece,242939,2010
monohulled,Bavaria,56 Cruiser,54.0,Europe,Spain,267233,2010
monohulled,Bavaria,56 Cruiser,54.0,Europe,Turkey,255052,2010
monohulled,Beneteau,Oceanis 40,40.0,Europe,Greece,109350,2010
