,Make,Variant,Length,Geo_Region,CRS,Price,Year
408,Jeanneau,Sun Odyssey 49 DS,49,Europe,France,"$200,433",2006
409,Jeanneau,Sun Odyssey 49 Owners version,49,Europe,Greece,"$252,667",2006
410,Jeanneau,Sun Odyssey 49,49,Europe,Greece,"$115,396",2006
411,Jeanneau,Sun Odyssey 49 DS,49,Europe,Italy,"$206,507",2006
412,Jeanneau,Sun Odyssey 49,49,USA,Michigan,"$279,900",2006
413,Jeanneau,Sun Odyssey 49,49,USA,Michigan,"$249,900",2006
414,Jeanneau,Sun Odyssey 49 DS,49,Europe,Spain,"$224,728",2006
415,Jeanneau,Sun Odyssey 54 DS,55,Europe,Croatia,"$179,775",2006
416,Jeanneau,Sun Odyssey 54 DS,55,Europe,Greece,"$299,771",2006
417,Jeanneau,Sun Odyssey 54 DS,55,Europe,Italy,"$230,792",2006
418,Najad,440 CC,44,Europe,United Kingdom,"$413,104",2006
419,Nordship,DSC 38,38,Europe,France,"$200,425",2006
420,Oyster,46,46,USA,Rhode Island,"$499,000",2006
421,Passport,470,47,USA,Maryland,"$489,000",2006
422,Passport,Vista 515 Center Cockpit,51,USA,Maryland,"$635,000",2006
423,Sabre,386,38,USA,New York,"$194,995",2006
424,Sabre,426,42,USA,Florida,"$285,000",2006
425,Sabre,426,42,USA,Maryland,"$285,000",2006
426,Tayana,48,48,USA,California,"$386,000",2006
427,Wauquiez,Centurion 40s,40,Europe,France,"$170,057",2006
428,Wauquiez,Pilot Saloon 41,42,Europe,Ireland,"$156,696",2006
429,Wauquiez,Pilot Saloon 41,42,Europe,Spain,"$193,137",2006
430,Wauquiez,Pilot Saloon 47,47,Europe,Greece,"$279,391",2006
431,X-Yachts,X-40,40,Europe,France,"$180,990",2006
432,X-Yachts,X-40,40,Europe,Italy,"$212,572",2006
433,X-Yachts,X-43,43,Europe,France,"$208,928",2006
434,X-Yachts,X-50,50,Europe,Belgium,"$425,144",2006
435,X-Yachts,50,50,Europe,Denmark,"$358,209",2006
436,X-Yachts,X-50,50,Europe,France,"$388,703",2006
437,Zuanelli,52 DH,52,Europe,Italy,"$346,188",2006
438,Allures,44,44,Europe,France,"$290,312",2007
439,Alubat,Ovni 395,41,Europe,Italy,"$194,351",2007
440,Alubat,CIGALE 16,54,Europe,Spain,"$352,262",2007
441,Amel,54,56,Europe,Spain,"$504,099",2007
442,Archambault,40 RC,39,Europe,Greece,"$119,024",2007
443,Bavaria,39 Cruiser,39,Europe,Croatia,"$123,292",2007
444,Bavaria,39 Cruiser,39,Europe,Croatia,"$91,102",2007
445,Bavaria,39 Cruiser,39,USA,Florida,"$85,900",2007
446,Bavaria,39 Cruiser,39,Europe,Greece,"$97,176",2007
447,Bavaria,39 Cruiser,39,Europe,Greece,"$69,238",2007
448,Bavaria,39 Cruiser,39,Europe,Greece,"$68,040",2007
449,Bavaria,39 Cruiser,39,Europe,Greece,"$68,023",2007
450,Bavaria,39 Cruiser,39,Europe,Greece,"$67,537",2007
451,Bavaria,39 Cruiser,39,Europe,Spain,"$91,102",2007
452,Bavaria,39 Cruiser,39,Europe,United Kingdom,"$99,898",2007
453,Bavaria,44 Vision,45,Europe,Bulgaria,"$139,690",2007
454,Bavaria,44 Vision,45,Europe,Italy,"$156,696",2007
455,Bavaria,44 Vision,45,Europe,Netherlands,"$176,131",2007
456,Bavaria,Cruiser 46,46,Europe,Croatia,"$133,009",2007
457,Bavaria,Cruiser 46,46,Europe,Croatia,"$131,795",2007
458,Bavaria,Cruiser 46,46,Europe,Croatia,"$91,831",2007
459,Bavaria,46 Cruiser,46,USA,Florida,"$129,900",2007
460,Bavaria,Cruiser 46,46,Europe,Greece,"$105,705",2007
461,Bavaria,Cruiser 46,46,Europe,Italy,"$115,396",2007
462,Bavaria,Cruiser 46,46,Caribbean,Martinique,"$151,892",2007
463,Bavaria,50 Cruiser,49,Europe,Croatia,"$180,382",2007
464,Bavaria,50 Cruiser,49,Europe,Croatia,"$173,094",2007
465,Bavaria,50 Cruiser,49,Europe,Croatia,"$108,108",2007
466,Bavaria,50 Cruiser,49,Europe,Croatia,"$107,486",2007
467,Bavaria,50 Cruiser,49,Europe,Croatia,"$94,746",2007
468,Bavaria,50 Cruiser,49,Europe,Italy,"$145,769",2007
469,Bavaria,50 Cruiser,49,Europe,Italy,"$133,617",2007
470,Bavaria,50 Cruiser,49,Europe,Italy,"$121,470",2007
471,Bavaria,50 Cruiser,49,Europe,Malta,"$184,634",2007
472,Bavaria,50 Cruiser,49,Europe,Spain,"$182,212",2007
473,Bavaria ,Cruiser 46,46,Caribbean,Saint Lucia,"$152,910",2007
474,Bavaria ,Cruiser 50,49,Caribbean,Martinique,"$200,498",2007
475,Beneteau,Cyclades 39.3 ,39,Europe,Croatia,"$78,955",2007
476,Beneteau,Cyclades 39.3 ,39,Europe,Croatia,"$72,639",2007
477,Beneteau,Cyclades 39.3 ,39,Europe,Croatia,"$66,808",2007
478,Beneteau,Cyclades 39.3 ,39,Europe,France,"$87,458",2007
479,Beneteau,Cyclades 39.3 ,39,Europe,Greece,"$70,452",2007
480,Beneteau,Cyclades 39.3 ,39,Europe,Spain,"$94,746",2007
481,Beneteau,Cyclades 39.3 ,39,Europe,Spain,"$83,814",2007
482,Beneteau,First 40.7,40,Europe,Croatia,"$91,125",2007
483,Beneteau,Oceanis 40,40,Europe,Greece,"$95,985",2007
484,Beneteau,Oceanis 40,40,Europe,Spain,"$146,488",2007
485,Beneteau,Oceanis 40,40,Europe,Spain,"$106,562",2007
486,Beneteau,Oceanis 40,40,Europe,Turkey,"$108,135",2007
487,Beneteau,Oceanis 43,43,Europe,Croatia,"$115,396",2007
488,Beneteau,Cyclades 43.4,43,Europe,Croatia,"$114,789",2007
489,Beneteau,Cyclades 43.4,43,Europe,Croatia,"$87,458",2007
490,Beneteau,Oceanis 423,43,USA,Florida,"$138,900",2007
491,Beneteau,Oceanis Clipper 423,43,Europe,France,"$127,543",2007
492,Beneteau,Cyclades 43.4,43,Europe,Greece,"$112,951",2007
493,Beneteau,Cyclades 43.4,43,Europe,Greece,"$91,102",2007
494,Beneteau,Cyclades 43,43,Europe,Greece,"$91,041",2007
495,Beneteau,423,43,Caribbean,Grenada,"$125,000",2007
496,Beneteau,Oceanis 423,43,USA,Texas,"$154,900",2007
497,Beneteau,Cyclades 43.3,43,Europe,United Kingdom,"$113,246",2007
498,Beneteau,Cyclades 43.4,43,USA,Virginia,"$129,900",2007
499,Beneteau,423,43,Caribbean,West Indies,"$125,000",2007
500,Beneteau,Oceanis 46,47,Europe,Greece,"$194,351",2007
501,Beneteau,Oceanis 46,47,Europe,Greece,"$174,916",2007
502,Beneteau,Oceanis 46,47,Europe,Greece,"$163,991",2007
503,Beneteau,Oceanis 46 Owner Version,47,Europe,Greece,"$160,346",2007
504,Beneteau,Oceanis 46,47,Caribbean,Mexico,"$130,000",2007
505,Beneteau,Oceanis 46,47,Europe,Turkey,"$202,854",2007
506,Beneteau,First 50,49,USA,California,"$299,900",2007
507,Beneteau,First 50,49,Europe,Croatia,"$228,363",2007
508,Beneteau,Oceanis 49,49,USA,Florida,"$269,000",2007
509,Beneteau,First 50,49,Europe,France,"$240,520",2007
510,Beneteau,First 50,49,Europe,France,"$240,510",2007
511,Beneteau,First 50,49,Europe,Italy,"$212,572",2007
512,Beneteau,Oceanis 50,49,Europe,Italy,"$188,278",2007
513,Beneteau,Oceanis 50,49,USA,Massachusetts,"$199,900",2007
514,Beneteau,First 50,49,Europe,Turkey,"$230,761",2007
515,Beneteau,Cyclades 50.5,51,Europe,Croatia,"$139,690",2007
516,Beneteau,Cyclades 50.5,51,USA,Florida,"$149,900",2007
517,Beneteau,Cyclades 50.5,51,Europe,Greece,"$176,131",2007
518,Beneteau,Cyclades 50.5,51,Europe,Greece,"$150,622",2007
519,Beneteau,Cyclades 50.5,51,Europe,Greece,"$145,764",2007
520,Beneteau,Cyclades 50.5,51,USA,Virginia,"$174,900",2007
521,Beneteau,523,53,USA,Florida,"$279,000",2007
522,Beneteau,Oceanis Clipper 523,53,Europe,France,"$191,922",2007
523,Beneteau,Oceanis Clipper 523,53,Europe,Greece,"$218,645",2007
524,Beneteau,Oceanis 523,53,Europe,Greece,"$194,351",2007
525,Beneteau ,Oceanis 50,49,Caribbean,Dominican Republic,"$265,000",2007
526,Beneteau ,Oceanis 50,49,Caribbean,Martinique,"$206,574",2007
527,Beneteau ,Cyclades 50.5,51,Caribbean,Guadeloupe,"$303,785",2007
528,Bestevaer,53ST,53,Europe,Netherlands,"$911,022",2007
529,Cabo Rico,42,46,USA,Georgia,"$274,000",2007
530,Caliber,47 LRC SE,48,USA,Florida,"$339,950",2007
531,Caliber,47LRC,48,USA,Texas,"$389,900",2007
532,Catalina,42 MK II,42,USA,New Jersey,"$159,800",2007
533,Catalina,Morgan 440,46,Caribbean,Mexico,"$209,999",2007
534,Catalina,Morgan 440,46,USA,Virginia,"$214,900",2007
535,Catalina,470,47,USA,Virginia,"$274,999",2007
536,Comar,Comet 41S,41,Europe,Italy,"$139,671",2007
537,Comar,Comet 41S,41,Europe,Italy,"$133,617",2007
538,Comar,Comet 41S,41,Europe,Italy,"$97,176",2007
539,Comar,Comet 41S,41,Europe,Portugal,"$148,173",2007
540,Comar,Comet 45S,46,Europe,Italy,"$163,984",2007
541,Comar,Comet 52 RS,52,Europe,Spain,"$273,318",2007
542,Comar,Comet 52 RS,52,Europe,Spain,"$267,244",2007
543,Contest,50CS,49,Europe,Netherlands,"$582,470",2007
544,Contest,55CS,55,Europe,Netherlands,"$589,128",2007
545,Dehler,39 SQ,39,Europe,Netherlands,"$193,793",2007
546,Dehler,44,44,Europe,Netherlands,"$193,137",2007
547,Dehler,44 SQ,44,Europe,Portugal,"$205,284",2007
548,Dehler,47 SQ,47,Europe,Italy,"$261,160",2007
549,Dehler,47,47,Europe,Italy,"$205,284",2007
550,Dehler,47,47,Europe,Spain,"$193,186",2007
551,Delphia,40,39,Europe,Italy,"$91,090",2007
552,Dufour,385,38,Caribbean,Antigua and Barbuda,"$72,908",2007
553,Dufour,385 GL,38,Europe,Greece,"$91,102",2007
554,Dufour,385 GL,38,Europe,Italy,"$102,034",2007
555,Dufour,385 GL,38,Europe,Italy,"$91,102",2007
556,Dufour,40 Performance,40,Europe,Italy,"$95,985",2007
557,Dufour,40 Performance,40,Europe,Portugal,"$133,598",2007
558,Dufour,455 GL,45,Europe,Denmark,"$159,171",2007
559,Dufour,485 GL,48,Europe,Italy,"$212,580",2007
560,Dufour,485 GL,48,Europe,Italy,"$200,433",2007
561,Dufour,485 GL,48,Europe,Spain,"$204,069",2007
562,Dufour,485,48,Europe,Spain,"$194,351",2007
563,Dufour,485 GL,48,Europe,Spain,"$188,285",2007
564,Dufour,525 GL,50,Europe,Spain,"$261,160",2007
565,Elan,410,40,Europe,Croatia,"$97,041",2007
566,Elan,434 Impression,44,Europe,Croatia,"$84,786",2007
567,Elan,Impression 434,44,Europe,Croatia,"$83,814",2007
568,Elan,Impression 434,44,Europe,Malta,"$145,156",2007
569,Elan,Impression 434,44,Europe,Spain,"$200,425",2007
570,Elan,Impression 434,44,Europe,Spain,"$179,775",2007
571,Elan,Impression 434,44,Europe,Spain,"$127,543",2007
572,Elan,514 IMPRESSION,52,Europe,Croatia,"$202,854",2007
573,Grand Soleil,40,41,Europe,Greece,"$109,308",2007
574,Grand Soleil,40,41,Europe,Turkey,"$95,948",2007
575,Grand Soleil,43 BC,43,Europe,Italy,"$176,131",2007
576,Grand Soleil,43,43,Europe,Turkey,"$224,719",2007
577,Grand Soleil,45,45,Europe,France,"$194,230",2007
578,Grand Soleil,45,45,Europe,Italy,"$193,137",2007
579,Grand Soleil,45,45,Europe,Turkey,"$200,484",2007
580,Grand Soleil,50,49,Europe,Croatia,"$267,244",2007
581,Grand Soleil,50,49,Europe,Croatia,"$267,233",2007
582,Grand Soleil,50,49,Europe,France,"$281,810",2007
583,Grand Soleil,50,49,Europe,Greece,"$281,810",2007
584,Grand Soleil,50,49,Europe,Italy,"$285,415",2007
585,Grand Soleil,50,49,Europe,Spain,"$279,380",2007
586,Grand Soleil,54,53,Europe,Spain,"$467,658",2007
587,Grand Soleil,56,55,Europe,Italy,"$473,751",2007
588,Grand Soleil,56,55,Europe,Italy,"$473,732",2007
589,Hallberg-Rassy,40,40,Europe,Denmark,"$407,217",2007
590,Hallberg-Rassy,54,55,Europe,Italy,"$789,445",2007
591,Hanse,400,40,Europe,Estonia,"$120,255",2007
592,Hanse,400,40,Europe,Italy,"$103,249",2007
593,Hanse,400,40,Europe,Spain,"$103,154",2007
594,Hanse,400,40,Europe,Spain,"$103,128",2007
595,Hanse,400,40,Europe,Spain,"$91,102",2007
596,Hanse,430e,43,Europe,France,"$136,653",2007
597,Hanse,430e,43,Europe,France,"$136,046",2007
598,Hanse,430e,43,Europe,Germany,"$168,843",2007
599,Hanse,430e,43,Caribbean,Martinique,"$157,907",2007
600,Hanse,430,43,Europe,Spain,"$145,642",2007
601,Hanse,470e,47,Europe,France,"$181,036",2007
602,Hanse,470e,47,Europe,France,"$180,990",2007
603,Hanse,470,47,Europe,Germany,"$236,866",2007
604,Hanse,470e,47,Europe,Germany,"$236,866",2007
605,Hanse,470e,47,Europe,Netherlands,"$181,597",2007
606,Hanse,540,52,Europe,Denmark,"$258,730",2007
607,Hanse,540,52,Europe,Italy,"$253,882",2007
608,Hanse,540e,52,Europe,United Kingdom,"$239,750",2007
609,Hunter,38,38,USA,California,"$109,700",2007
610,Hunter,38,38,Caribbean,Mexico,"$105,000",2007
611,Hunter,38,38,USA,Michigan,"$99,000",2007
612,Hunter,45 Center Cockpit,45,USA,Maryland,"$175,900",2007
613,Hunter,45 Center Cockpit,45,USA,Massachusetts,"$173,000",2007
614,Hunter,49,50,USA,California,"$249,000",2007
615,Hunter,49,50,USA,Florida,"$225,000",2007
616,Hunter,49,50,USA,Maryland,"$249,000",2007
617,Hylas,46,46,USA,Florida,"$360,000",2007
618,Island Packet,SP Cruiser,41,USA,Maryland,"$265,900",2007
619,Island Packet,SP Cruiser,41,USA,Wisconsin,"$275,000",2007
620,Island Packet,465,48,Europe,Spain,"$319,756",2007
621,Island Packet,485,52,USA,California,"$447,000",2007
622,J Boats,J 122,40,USA,California,"$225,000",2007
623,J boats,J 122,40,Europe,France,"$133,617",2007
624,J Boats,J 122,40,USA,Massachusetts,"$219,000",2007
625,J Boats,J 122,40,Europe,Netherlands,"$191,363",2007
626,Jeanneau,Sun Odyssey 39i,39,Europe,Croatia,"$75,311",2007
627,Jeanneau,Sun Odyssey 39 DS,39,Europe,France,"$145,764",2007
628,Jeanneau,Sun Odyssey 39 DS,39,Europe,France,"$112,967",2007
629,Jeanneau,Sun Odyssey 39i,39,Europe,Greece,"$103,275",2007
630,Jeanneau,Sun Odyssey 39 DS,39,Europe,Greece,"$102,034",2007
631,Jeanneau,Sun Odyssey 39i,39,Europe,Greece,"$95,985",2007
632,Jeanneau,Sun Odyssey 39i,39,Europe,Greece,"$91,125",2007
633,Jeanneau,Sun Odyssey 39 DS,39,Europe,Ireland,"$115,912",2007
634,Jeanneau,Sun Odyssey 39 DS,39,Europe,Ireland,"$115,396",2007
635,Jeanneau,Sun Odyssey 39i,39,Europe,Italy,"$103,275",2007
636,Jeanneau,Sun Odyssey 39i,39,Europe,Italy,"$99,605",2007
637,Jeanneau,Sun Odyssey 39i Performance,39,Europe,Spain,"$111,780",2007
638,Jeanneau,42 DS,42,USA,California,"$169,000",2007
639,Jeanneau,Sun Odyssey 42i,42,Europe,Croatia,"$84,786",2007
640,Jeanneau,Sun Odyssey 42 DS,42,USA,Florida,"$175,000",2007
641,Jeanneau,Sun Odyssey 42i,42,USA,Florida,"$168,717",2007
642,Jeanneau,Sun Odyssey 42i,42,Europe,Greece,"$200,398",2007
643,Jeanneau,Sun Odyssey  42 DS,42,Caribbean,Grenada,"$169,000",2007
644,Jeanneau,Sun Odyssey 42 DS,42,Caribbean,Grenada,"$129,000",2007
645,Jeanneau,Sun Odyssey 42i,42,Europe,Italy,"$139,671",2007
646,Jeanneau,Sun Odyssey 42i,42,Europe,Italy,"$121,440",2007
647,Jeanneau,Sun Odyssey 42 DS,42,USA,Michigan,"$168,000",2007
648,Jeanneau,Sun Odyssey 42,42,USA,North Carolina,"$149,900",2007
649,Jeanneau,Sun Odyssey 42i,42,Europe,Sweden,"$160,340",2007
650,Jeanneau,Sun Odyssey 45,45,Europe,Croatia,"$127,576",2007
651,Jeanneau,Sun Odyssey 45,45,Europe,Croatia,"$109,350",2007
652,Jeanneau,Sun Odyssey 45,45,Europe,Greece,"$111,752",2007
653,Jeanneau,Sun Odyssey 45,45,Europe,Italy,"$145,807",2007
654,Jeanneau,Sun Odyssey 45,45,Europe,Italy,"$145,764",2007
655,Jeanneau,Sun Odyssey 45 Performance,45,Europe,Italy,"$133,651",2007
656,Jeanneau,Sun Odyssey 45,45,Europe,Italy,"$121,470",2007
657,Jeanneau,Sun Odyssey 45,45,Europe,Italy,"$120,285",2007
658,Jeanneau,Sun Odyssey 45,45,Europe,Italy,"$120,255",2007
659,Jeanneau,Sun Odyssey 45,45,Europe,Italy,"$109,350",2007
660,Jeanneau,Sun Odyssey 45 DS,45,Europe,Spain,"$162,811",2007
661,Jeanneau,Sun Odyssey 45,45,Europe,Spain,"$109,229",2007
662,Jeanneau,Sun Odyssey 49 DS,49,USA,California,"$249,000",2007
663,Jeanneau, Sun Odyssey 49 DS,49,Europe,Croatia,"$230,802",2007
664,Jeanneau,Sun Odyssey 49 DS,49,Europe,Croatia,"$230,792",2007
665,Jeanneau,Sun Odyssey 49 DS,49,Europe,Croatia,"$230,761",2007
666,Jeanneau,Sun Odyssey 49 DS,49,Europe,Croatia,"$229,587",2007
667,Jeanneau,Sun Odyssey 49 DS,49,Europe,Croatia,"$229,578",2007
668,Jeanneau,Sun Odyssey 49,49,Europe,Croatia,"$168,820",2007
669,Jeanneau,Sun Odyssey 49i,49,Europe,Croatia,"$163,991",2007
670,Jeanneau,Sun Odyssey 49i,49,Europe,Croatia,"$127,543",2007
671,Jeanneau,Sun Odyssey 49 DS,49,USA,Florida,"$169,000",2007
672,Jeanneau,Sun Odyssey 49DS,49,Europe,Italy,"$205,284",2007
673,Jeanneau,Sun Odyssey 54 DS,55,Europe,Croatia,"$278,165",2007
674,Jeanneau,Sun Odyssey 54 DS,55,Europe,France,"$267,244",2007
675,Jeanneau,Sun Odyssey 54 DS,55,Europe,Greece,"$303,674",2007
676,Jeanneau,Sun Odyssey 54 DS,55,Europe,Greece,"$303,633",2007
677,Jeanneau,Sun Odyssey 54 DS,55,Europe,Spain,"$325,868",2007
678,Jeanneau,Sun Odyssey 54 DS,55,Europe,Spain,"$325,539",2007
679,Jeanneau,Sun Odyssey 54 DS,55,Caribbean,Trinidad and Tobago,"$309,000",2007
680,Jeanneau,Sun Odyssey 54 DS,55,USA,Washington,"$339,500",2007
681,Malo,40 Classic MK Il,40,Europe,Italy,"$425,144",2007
682,Maxi,1300,41,Europe,Italy,"$302,459",2007
683,Maxi,1300,41,Europe,United Kingdom,"$346,474",2007
684,Nautor,Swan 46,46,Europe,France,"$546,613",2007
685,Oyster,53,53,Europe,United Kingdom,"$646,174",2007
686,Poncin,HARMONY 47,47,Europe,France,"$163,991",2007
687,Poncin,harmony 52,52,Europe,Croatia,"$91,102",2007
688,Poncin,harmony 52,52,Europe,Greece,"$115,396",2007
689,Rustler,42,42,Europe,United Kingdom,"$358,393",2007
690,Sly,42,42,Europe,Italy,"$206,498",2007
691,Sly,42,42,Europe,Italy,"$205,284",2007
692,Sly,53,53,Europe,Italy,"$388,703",2007
693,Southerly,135,44,USA,Maryland,"$295,000",2007
694,Sweden Yachts,45,46,Europe,Spain,"$351,047",2007
695,Tayana,Pilothouse,46,USA,Hawaii,"$275,000",2007
696,Tayana,52 DS,52,USA,California,"$365,000",2007
697,Vismara,V52,52,Europe,Italy,"$425,161",2007
698,Vismara,V52,52,Europe,Italy,"$425,144",2007
699,Vismara,52 Carbon,52,Europe,Italy,"$422,714",2007
700,Wauquiez,Pilot Saloon 41,42,Europe,Italy,"$188,278",2007
701,X-Yachts,X-40,40,Europe,France,"$184,634",2007
702,X-Yachts,X-40,40,Europe,Italy,"$182,204",2007
703,X-Yachts,X-40,40,Europe,Italy,"$180,990",2007
704,X-Yachts,X-40,40,Europe,Italy,"$170,056",2007
705,X-Yachts,41,41,Europe,Croatia,"$224,776",2007
706,X-Yachts,41,41,Europe,Croatia,"$206,470",2007
707,X-Yachts,X-46,46,Europe,Italy,"$224,776",2007
708,X-Yachts,X-46,46,Europe,Turkey,"$241,725",2007
709,X-Yachts,X-55,55,Europe,Italy,"$570,907",2007
710,Allures,44,44,Europe,France,"$289,098",2008
711,Allures,44,44,Europe,Spain,"$425,144",2008
712,Amel,54,56,Europe,Italy,"$558,760",2008
713,Archambault,40 RC,39,Europe,France,"$127,543",2008
714,Archambault,40 RC,39,Europe,France,"$127,526",2008
715,Bavaria,38 Cruiser,38,Europe,Italy,"$97,176",2008
716,Bavaria,38 Cruiser ,38,Europe,Italy,"$69,238",2008
717,Bavaria,38 Cruiser,38,Caribbean,Martinique,"$92,351",2008
718,Bavaria,38 Cruiser,38,Europe,Spain,"$82,599",2008
719,Bavaria,39 Cruiser,39,USA,Florida,"$93,693",2008
720,Bavaria,39 Cruiser,39,Europe,Spain,"$95,961",2008
721,Bavaria,40 Cruiser,40,Europe,Croatia,"$97,200",2008
722,Bavaria,40 Cruiser,40,Europe,Croatia,"$97,162",2008
723,Bavaria,40 Cruiser,40,Europe,Greece,"$94,746",2008
724,Bavaria,40 Cruiser,40,Europe,Greece,"$91,090",2008
725,Bavaria,40 Cruiser,40,Europe,Greece,"$84,807",2008
726,Bavaria,40 Cruiser,40,Europe,Greece,"$81,385",2008
727,Bavaria,40 Cruiser,40,Europe,Greece,"$72,840",2008
728,Bavaria,40 Cruiser,40,Europe,Greece,"$69,238",2008
729,Bavaria,40 Cruiser,40,Europe,Italy,"$106,893",2008
730,Bavaria,42 Cruiser,42,Europe,Croatia,"$78,955",2008
731,Bavaria,42 Cruiser,42,Europe,Turkey,"$120,255",2008
732,Bavaria,Cruiser 46,46,Europe,Croatia,"$120,862",2008
733,Bavaria,Cruiser 46,46,Europe,Croatia,"$117,826",2008
734,Bavaria,Cruiser 46,46,Europe,Croatia,"$91,831",2008
735,Bavaria,Cruiser 46,46,Europe,Germany,"$151,473",2008
736,Bavaria,Cruiser 46,46,Europe,Greece,"$109,327",2008
737,Bavaria,Cruiser 46,46,Europe,Greece,"$103,249",2008
738,Bavaria,Cruiser 46,46,Europe,Italy,"$144,555",2008
739,Bavaria,Cruiser 46,46,Europe,Italy,"$109,327",2008
740,Bavaria,Cruiser 46,46,Europe,Italy,"$109,323",2008
741,Bavaria,Cruiser 46,46,Europe,Turkey,"$133,622",2008
742,Bavaria,50 Cruiser,49,Europe,Croatia,"$226,535",2008
743,Bavaria,50 Cruiser,49,Europe,Croatia,"$103,249",2008
744,Bavaria,Cruiser 50,49,Caribbean,Dominican Republic,"$285,000",2008
745,Bavaria,50 Cruiser,49,Europe,Greece,"$176,131",2008
746,Bavaria,50 Cruiser,49,Europe,Greece,"$157,911",2008
747,Bavaria,50 Cruiser,49,Europe,Greece,"$133,617",2008
748,Bavaria,50 Cruiser,49,Europe,Greece,"$132,402",2008
749,Bavaria,50 Cruiser,49,Europe,Greece,"$127,526",2008
750,Bavaria,50 Cruiser,49,Europe,Italy,"$193,137",2008
751,Bavaria,50 Cruiser,49,Europe,Italy,"$133,622",2008
752,Bavaria,50 Cruiser,49,Europe,Romania,"$159,878",2008
753,Bavaria,50 Cruiser,49,Europe,Spain,"$182,212",2008
754,Bavaria,50 Cruiser,49,Europe,Turkey,"$163,984",2008
755,Beneteau,Cyclades 39.3 ,39,Europe,Greece,"$78,955",2008
756,Beneteau,Oceanis 40,40,Europe,Croatia,"$103,275",2008
757,Beneteau,Oceanis 40,40,Europe,Croatia,"$84,786",2008
758,Beneteau,Oceanis 40,40,Europe,Croatia,"$82,599",2008
759,Beneteau,Oceanis 40,40,Europe,France,"$123,899",2008
760,Beneteau,Oceanis 40,40,Europe,Greece,"$115,396",2008
761,Beneteau,Oceanis 40,40,Europe,Greece,"$95,985",2008
762,Beneteau,Oceanis 40,40,Europe,Italy,"$109,323",2008
763,Beneteau,Oceanis 40,40,USA,Michigan,"$139,000",2008
764,Beneteau,Oceanis 40,40,USA,New York,"$155,969",2008
765,Beneteau,Oceanis 40,40,Europe,Spain,"$100,820",2008
766,Beneteau,Oceanis 40,40,USA,Washington,"$159,000",2008
767,Beneteau,43,43,USA,California,"$189,500",2008
768,Beneteau,43,43,USA,Florida,"$159,500",2008
769,Beneteau,43,43,USA,Florida,"$154,000",2008
770,Beneteau,Oceanis 43,43,Europe,Greece,"$133,617",2008
771,Beneteau,Oceanis 43,43,Europe,Greece,"$133,598",2008
772,Beneteau,Oceanis 43,43,Europe,Greece,"$121,457",2008
773,Beneteau,Cyclades 43.4,43,Europe,Greece,"$109,311",2008
774,Beneteau,Oceanis 43,43,Europe,Greece,"$95,961",2008
775,Beneteau,Oceanis 43,43,Europe,Greece,"$91,090",2008
776,Beneteau,Oceanis 43,43,Europe,Italy,"$121,470",2008
777,Beneteau,Oceanis 43,43,Europe,Italy,"$115,396",2008
778,Beneteau,43,43,USA,Louisiana,"$159,900",2008
779,Beneteau,Oceanis 43,43,USA,Mississippi,"$169,000",2008
780,Beneteau,43,43,USA,North Carolina,"$165,000",2008
781,Beneteau,Oceanis 43,43,Europe,Spain,"$163,962",2008
782,Beneteau,Oceanis 43,43,Europe,Spain,"$144,549",2008
783,Beneteau,Oceanis 43,43,Europe,Turkey,"$188,278",2008
784,Beneteau,Oceanis 43.4,43,Europe,Turkey,"$131,187",2008
785,Beneteau,Oceanis 423,43,USA,Washington,"$174,000",2008
786,Beneteau,First 45,46,Europe,Croatia,"$206,308",2008
787,Beneteau,First 45,46,Europe,France,"$188,278",2008
788,Beneteau,First 45,46,Europe,Italy,"$212,572",2008
789,Beneteau,Oceanis 46,47,USA,Florida,"$199,000",2008
790,Beneteau,Oceanis 46,47,Europe,France,"$169,493",2008
791,Beneteau,Oceanis 46,47,USA,Louisiana,"$185,000",2008
792,Beneteau,Oceanis 46,47,Europe,Monaco,"$182,204",2008
793,Beneteau,Oceanis 46,47,USA,New Jersey,"$198,900",2008
794,Beneteau,Oceanis 46,47,Europe,Spain,"$177,346",2008
795,Beneteau,Oceanis 46,47,Europe,Spain,"$157,904",2008
796,Beneteau,Oceanis 46,47,Europe,Turkey,"$166,580",2008
797,Beneteau,Oceanis 49,49,USA,California,"$249,000",2008
798,Beneteau,First 50,49,Europe,Croatia,"$302,472",2008
799,Beneteau,Oceanis 49,49,USA,Florida,"$238,000",2008
800,Beneteau,First 50,49,Europe,France,"$298,827",2008
801,Beneteau,Oceanis 50,49,Europe,Gibraltar,"$193,186",2008
802,Beneteau,Oceanis 50,49,Europe,Greece,"$200,425",2008
803,Beneteau,Oceanis 49,49,Caribbean,Grenada,"$240,000",2008
804,Beneteau,First 50,49,Europe,Italy,"$309,760",2008
805,Beneteau,Oceanis 50,49,Europe,Italy,"$204,077",2008
806,Beneteau,Oceanis 49,49,USA,New York,"$215,000",2008
807,Beneteau,First 50 Sport,49,Europe,Spain,"$297,613",2008
808,Beneteau,Oceanis 50,49,Europe,Turkey,"$224,719",2008
809,Beneteau,Cyclades 50.5,51,Europe,Croatia,"$200,425",2008
810,Beneteau,Cyclades 50.5,51,Europe,Greece,"$145,764",2008
811,Beneteau,Cyclades 50.5,51,Europe,Greece,"$139,690",2008
