Make,Variant,Length,GeoRegion,CRS,Price,Year
Fountaine Pajot,Salina 48,47.0,Europe,France,473362,2013
Leopard,48,48.0,Caribbean,British Virgin Islands,479000,2013
Leopard,48,48.0,Caribbean,British Virgin Islands,449000,2013
Leopard,48,48.0,Caribbean,British Virgin Islands,449000,2013
Leopard,48,48.0,Caribbean,British Virgin Islands,419000,2013
Lagoon,52,52.0,Caribbean,Martinique,838446,2013
Lagoon,52,52.0,Caribbean,Martinique,836660,2013
Lagoon,52F,52.0,Europe,Greece,947207,2013
Lagoon,52F,52.0,Europe,Greece,946725,2013
Lagoon,52,52.0,Europe,Greece,851149,2013
Lagoon,52,52.0,Europe,Croatia,802512,2013
Lagoon,52,52.0,Europe,Croatia,802512,2013
Lagoon,52F,52.0,Europe,Greece,789136,2013
Lagoon,52,52.0,USA,Florida,759000,2013
Nautitech,542,53.5,Caribbean,Saint-Martin,795000,2013
Leopard,39,37.5,Caribbean,Belize,245000,2014
Leopard,39,37.5,Caribbean,British Virgin Islands,110000,2014
Leopard,39,37.5,Caribbean,British Virgin Islands,105000,2014
Lagoon,380 Owners Version,38.0,Caribbean,Grenada,303138,2014
Lagoon,380,38.0,Caribbean,Martinique,255984,2014
Lagoon,380,38.0,Caribbean,British Virgin Islands,229000,2014
Lagoon,380 S2,38.0,Caribbean,Martinique,218725,2014
Lagoon,380,38.0,Caribbean,Martinique,218259,2014
Lagoon,380,38.0,Caribbean,Martinique,217261,2014
Lagoon,39,38.0,USA,Florida,264000,2014
Lagoon,39,38.4,Europe,Greece,388554,2014
Lagoon,39,38.4,Europe,France,334042,2014
Lagoon,39,38.4,Europe,Portugal,327968,2014
Lagoon,39,38.4,Europe,Portugal,327712,2014
Lagoon,39,38.4,Europe,Turkey,315263,2014
Lagoon,39,38.4,Europe,Croatia,260208,2014
Lagoon,39,38.4,Europe,Spain,241536,2014
Fountaine Pajot,Lipari 41,39.0,Caribbean,Grenada,345000,2014
Lagoon,400,39.0,Caribbean,Guadeloupe,269000,2014
Fountaine Pajot,Lipari 41,39.0,Caribbean,Martinique,235251,2014
Fountaine Pajot,Lipari 41,39.0,Caribbean,Martinique,234982,2014
Lagoon,400,39.0,Europe,Greece,361697,2014
Lagoon,400,39.0,Europe,Greece,358056,2014
Lagoon,400 S2,39.0,Europe,Greece,333996,2014
Lagoon,400,39.0,Europe,Greece,333781,2014
Lagoon,400,39.0,Europe,Greece,333781,2014
Lagoon,400 S2,39.0,Europe,Greece,327923,2014
Lagoon,400 S2,39.0,Europe,Greece,327923,2014
Lagoon,400 S2,39.0,Europe,Malta,327923,2014
Lagoon,400 S2,39.0,Europe,Greece,327923,2014
Lagoon,400 S2,39.0,Europe,Greece,327923,2014
Lagoon,400,39.0,Europe,Greece,327712,2014
Lagoon,400,39.0,Europe,Greece,327712,2014
Lagoon,400,39.0,Europe,Malta,327712,2014
Lagoon,400,39.0,Europe,Greece,327712,2014
Lagoon,400,39.0,Europe,Greece,327712,2014
Lagoon,400,39.0,Europe,Greece,327712,2014
Lagoon,400,39.0,Europe,France,321644,2014
Lagoon,400 S2,39.0,Europe,France,315778,2014
Lagoon,400 S2,39.0,Europe,France,315778,2014
Lagoon,400,39.0,Europe,France,315575,2014
Lagoon,400,39.0,Europe,France,315575,2014
Lagoon,400,39.0,Europe,France,315575,2014
Lagoon,400,39.0,Europe,Greece,309506,2014
Fountaine Pajot,Lipari 41,39.0,Europe,Italy,267522,2014
Nautitech,40 Open,39.5,Caribbean,Guadeloupe,291300,2014
Lagoon,421,42.0,Caribbean,Mexico,440000,2014
Lagoon,421,42.0,Europe,Greece,352619,2014
Lagoon,421,42.0,Europe,Greece,352214,2014
Lagoon,421,42.0,Europe,Greece,320000,2014
Lagoon,421,42.0,Europe,Greece,320000,2014
Leopard,44,42.5,Europe,Croatia,363145,2014
Leopard,44,42.5,Europe,Croatia,362911,2014
Leopard,44,42.5,Europe,Greece,314925,2014
Fountaine Pajot,Helia 44,43.6,USA,Florida,535000,2014
Lagoon,450,44.6,Europe,Italy,424812,2014
Lagoon,450F,45.8,Caribbean,British Virgin Islands,469000,2014
Lagoon,450,45.8,Caribbean,Antigua and Barbuda,449000,2014
Lagoon,450F,45.8,Caribbean,Martinique,400866,2014
Lagoon,450F,45.8,Caribbean,Martinique,400537,2014
Lagoon,450,45.8,Caribbean,Martinique,400142,2014
Lagoon,450F,45.8,Caribbean,Martinique,400142,2014
Lagoon,450,45.8,Caribbean,British Virgin Islands,400142,2014
Lagoon,450F,45.8,Caribbean,Guadeloupe,399324,2014
Lagoon,450,45.8,Europe,Greece,557773,2014
Lagoon,450,45.8,Europe,Greece,557773,2014
Lagoon,450,45.8,Europe,Croatia,546539,2014
Lagoon,450,45.8,Europe,Croatia,545648,2014
Lagoon,450,45.8,Europe,Greece,522319,2014
Lagoon,450,45.8,Europe,Greece,521397,2014
Lagoon,450,45.8,Europe,France,518675,2014
Lagoon,450,45.8,Europe,France,517759,2014
Lagoon,450F,45.8,Europe,Greece,510689,2014
Lagoon,450F,45.8,Europe,Greece,510302,2014
Lagoon,450,45.8,Europe,Greece,498530,2014
Lagoon,450,45.8,Europe,Greece,497146,2014
Lagoon,450,45.8,Europe,Croatia,484598,2014
Lagoon,450,45.8,Europe,Croatia,483808,2014
Lagoon,450,45.8,Europe,Croatia,472420,2014
Lagoon,450,45.8,Europe,Croatia,472029,2014
Lagoon,450,45.8,Europe,Turkey,462000,2014
Lagoon,450,45.8,Europe,Italy,424393,2014
Lagoon,450 Owners Version,45.8,USA,Florida,499000,2014
Fountaine Pajot,Salina 48 Evolution,47.0,Caribbean,Martinique,565040,2014
Fountaine Pajot,Salina 48,47.0,Caribbean,Martinique,563836,2014
Fountaine Pajot,Salina 48,47.0,USA,Florida,485000,2014
Leopard,48,48.0,Caribbean,British Virgin Islands,455000,2014
Leopard,48,48.0,Caribbean,British Virgin Islands,449000,2014
Leopard,48,48.0,Caribbean,British Virgin Islands,429000,2014
Leopard,48 Crewed Version,48.0,Caribbean,British Virgin Islands,400000,2014
Leopard,48,48.0,Europe,Croatia,472149,2014
Leopard,48,48.0,Europe,Croatia,472149,2014
Fountaine Pajot,SABA 50,49.0,Caribbean,Martinique,589724,2014
Fountaine Pajot,SABA 50,49.0,Caribbean,Guadeloupe,571486,2014
Lagoon,52F,52.0,Europe,Greece,1033538,2014
Lagoon,52,52.0,Europe,Croatia,1003140,2014
Lagoon,52,52.0,Europe,Croatia,1003140,2014
Lagoon,52,52.0,Europe,Italy,997060,2014
Lagoon,52,52.0,Europe,Turkey,972741,2014
Lagoon,52,52.0,Europe,France,972741,2014
Lagoon,52,52.0,Europe,Croatia,753875,2014
Lagoon,52,52.0,USA,Texas,799000,2014
Nautitech,542,53.5,Europe,Italy,1185529,2014
Privilege,Series 5,56.0,Caribbean,Grenada,899000,2014
Leopard,39,37.5,Europe,Croatia,265549,2015
Lagoon,380,38.0,Caribbean,Martinique,218259,2015
Lagoon,380,38.0,Europe,Italy,242510,2015
Lagoon,380,38.0,Europe,Croatia,220078,2015
Lagoon,39,38.4,Caribbean,Martinique,333556,2015
Lagoon,39,38.4,Caribbean,Martinique,333174,2015
Lagoon,39,38.4,Caribbean,Martinique,267025,2015
Lagoon,39,38.4,Caribbean,Guadeloupe,265811,2015
Lagoon,39,38.4,Europe,Turkey,401256,2015
Lagoon,39,38.4,Europe,Spain,334380,2015
Lagoon,39,38.4,Europe,France,327389,2015
Lagoon,39,38.4,Europe,France,303982,2015
Lagoon,39,38.4,Europe,Greece,303982,2015
Lagoon,39,38.4,Europe,France,303437,2015
Lagoon,39,38.4,Europe,Turkey,279663,2015
Lagoon,39,38.4,Europe,France,279380,2015
Lagoon,39,38.4,Europe,France,279162,2015
Fountaine Pajot,Lipari 41,39.0,Caribbean,Martinique,267025,2015
Leopard,Sunsail 404,39.0,Caribbean,British Virgin Islands,95000,2015
Lagoon,400,39.0,Europe,Croatia,338636,2015
Lagoon,400,39.0,Europe,Greece,310083,2015
Lagoon,400,39.0,Europe,Italy,303674,2015
Lagoon,400,39.0,Europe,Italy,303674,2015
Lagoon,400,39.0,Europe,Italy,303437,2015
Lagoon,400,39.0,Europe,Italy,303437,2015
Nautitech,40 Open,39.5,Europe,Greece,418744,2015
Nautitech,40 Open,39.5,Europe,France,388400,2015
Nautitech,40 Open,39.5,Europe,Spain,382210,2015
Nautitech,Open 40,39.5,Europe,Spain,364424,2015
Nautitech,40 Open,39.5,Europe,Spain,363765,2015
Nautitech,40 Open,39.5,Europe,France,352214,2015
Nautitech,40 Open,39.5,Europe,France,351987,2015
Nautitech,40 Open,39.5,Europe,Croatia,315575,2015
Bali,4.0,40.0,Europe,France,425604,2015
Bali,4.0,40.0,Europe,France,425144,2015
Seawind,1250,41.0,Caribbean,Mexico,455000,2015
Lagoon,421,42.0,Caribbean,Martinique,363562,2015
Lagoon,421,42.0,Caribbean,Martinique,363145,2015
Lagoon,421,42.0,Caribbean,Belize,340459,2015
Lagoon,421,42.0,Caribbean,Belize,340069,2015
Bali,4.3,42.0,Europe,Spain,455973,2015
Leopard,44,42.5,Caribbean,Belize,359000,2015
Leopard,44,42.5,Caribbean,British Virgin Islands,349000,2015
Leopard,44,42.5,Caribbean,Bahamas,339999,2015
Leopard,44,42.5,Caribbean,British Virgin Islands,339000,2015
Leopard,44,42.5,Caribbean,British Virgin Islands,339000,2015
Leopard,44,42.5,Caribbean,British Virgin Islands,329000,2015
Leopard,44,42.5,Caribbean,British Virgin Islands,329000,2015
Leopard,44,42.5,Europe,Greece,338636,2015
Leopard,44,42.5,USA,Florida,569000,2015
Leopard,44,42.5,USA,Florida,569000,2015
Leopard,44,42.5,USA,Florida,567000,2015
Leopard,44,42.5,USA,Florida,567000,2015
Bali,4.3,43.0,Europe,Turkey,519000,2015
Bali,4.3,43.0,Europe,Spain,455449,2015
Bali,4.3,43.0,USA,Florida,449000,2015
Fountaine Pajot,Helia 44,43.6,Caribbean,Grenada,559900,2015
Fountaine Pajot,Helia 44,43.6,Caribbean,Martinique,473362,2015
Fountaine Pajot,Helia 44,43.6,Caribbean,Martinique,443526,2015
Fountaine Pajot,Helia 44,43.6,Caribbean,Martinique,443019,2015
Fountaine Pajot,Helia 44 Maestro,43.6,Europe,Netherlands,544974,2015
Fountaine Pajot,Helia 44,43.6,Europe,Italy,510689,2015
Fountaine Pajot,Helia 44,43.6,Europe,France,510689,2015
Fountaine Pajot,Helia 44,43.6,Europe,Italy,509775,2015
Fountaine Pajot,Helia 44,43.6,Europe,Bulgaria,484286,2015
Fountaine Pajot,Helia 44,43.6,Europe,Spain,480291,2015
Fountaine Pajot,Helia 44,43.6,Europe,Spain,479310,2015
Bali,4.5,44.6,Europe,France,510689,2015
Bali,4.5,44.6,Europe,Greece,455973,2015
Bali,4.5,44.6,Europe,Greece,455627,2015
Bali,4.5,44.6,Europe,Greece,454706,2015
Outremer,45,45.0,Europe,France,825350,2015
Lagoon,450,45.8,Caribbean,Grenada,499000,2015
Lagoon,450,45.8,Caribbean,British Virgin Islands,495000,2015
Lagoon,450,45.8,Caribbean,Netherlands Antilles,480000,2015
Lagoon,450,45.8,Caribbean,Guadeloupe,437308,2015
Lagoon,450,45.8,Caribbean,Guadeloupe,436950,2015
Lagoon,450,45.8,Caribbean,Martinique,400142,2015
Lagoon,450,45.8,Europe,Croatia,557470,2015
Lagoon,450,45.8,Europe,Croatia,556561,2015
Lagoon,450,45.8,Europe,Greece,546539,2015
Lagoon,450,45.8,Europe,Greece,545648,2015
Lagoon,450,45.8,Europe,Greece,522848,2015
Lagoon,450,45.8,Europe,Croatia,516769,2015
Lagoon,450S,45.8,Europe,France,516769,2015
Lagoon,450s,45.8,Europe,France,516246,2015
Lagoon,450S,45.8,Europe,France,515844,2015
Lagoon,450,45.8,Europe,Greece,510302,2015
Lagoon,450,45.8,Europe,Greece,510103,2015
Lagoon,450,45.8,Europe,Greece,509271,2015
Lagoon,450S,45.8,Europe,France,504030,2015
Lagoon,450S,45.8,Europe,France,503208,2015
Lagoon,450,45.8,Europe,Italy,486404,2015
Lagoon,450,45.8,Europe,Italy,486371,2015
Lagoon,450,45.8,Europe,Greece,485879,2015
Lagoon,450,45.8,Europe,Greece,485500,2015
Lagoon,450,45.8,Europe,Greece,483383,2015
Lagoon,450,45.8,Europe,Greece,482595,2015
Lagoon,450F,45.8,Europe,Greece,479927,2015
Lagoon,450F,45.8,Europe,Greece,478957,2015
Lagoon,450F,45.8,Europe,Greece,474211,2015
Lagoon,450,45.8,Europe,Croatia,473667,2015
Lagoon,450,45.8,Europe,Croatia,472895,2015
Lagoon,450,45.8,Europe,Greece,465165,2015
Lagoon,450,45.8,Europe,Greece,464407,2015
Lagoon,450,45.8,Europe,Greece,455973,2015
Lagoon,450,45.8,Europe,Greece,455973,2015
Lagoon,450,45.8,Europe,Greece,455627,2015
Lagoon,450F,45.8,Europe,Greece,448677,2015
Lagoon,450,45.8,Europe,Greece,430455,2015
Leopard,48,48.0,Caribbean,Saint Lucia,499000,2015
Leopard,48,48.0,Caribbean,Saint Lucia,439000,2015
Leopard,48,48.0,Caribbean,British Virgin Islands,149000,2015
Leopard,48,48.0,Europe,Croatia,508561,2015
Leopard,48,48.0,Europe,Greece,508561,2015
Fountaine Pajot,SABA 50,49.0,Caribbean,Martinique,601884,2015
Fountaine Pajot,SABA 50,49.0,Caribbean,Martinique,589724,2015
Fountaine Pajot,SABA 50,49.0,Caribbean,Martinique,589343,2015
Fountaine Pajot,SABA 50 Maestro,49.0,Europe,Italy,1055962,2015
Fountaine Pajot,SABA 50,49.0,Europe,Spain,910312,2015
Fountaine Pajot,SABA 50,49.0,Europe,France,843556,2015
Fountaine Pajot,SABA 50,49.0,USA,Florida,765000,2015
Voyage Yachts,Voyage 480,50.0,Caribbean,British Virgin Islands,617000,2015
Lagoon,52F,52.0,Caribbean,Martinique,836660,2015
Lagoon,52F,52.0,Caribbean,Guadeloupe,776032,2015
Lagoon,52F,52.0,Europe,Greece,1100414,2015
Lagoon,52,52.0,Europe,Greece,1094334,2015
Lagoon,52,52.0,Europe,Greece,1093227,2015
Lagoon,52,52.0,Europe,Greece,1033538,2015
Lagoon,52,52.0,Europe,Greece,1033538,2015
Lagoon,52F,52.0,Europe,Greece,1033538,2015
Lagoon,52F,52.0,Europe,Greece,1032492,2015
Lagoon,52F,52.0,Europe,Croatia,911945,2015
Lagoon,52F,52.0,Europe,Croatia,911022,2015
Lagoon,52,52.0,Europe,France,838989,2015
Lagoon,52,52.0,Europe,France,838140,2015
Lagoon,52,52.0,USA,California,949000,2015
Privilege,Series 5,56.0,USA,Florida,1200000,2015
Privilege,Series 5,56.0,USA,Florida,999000,2015
Lagoon,380,38.0,Caribbean,Martinique,210000,2016
Lagoon,380,38.0,Caribbean,Netherlands Antilles,149000,2016
Lagoon,39,38.0,USA,Florida,335000,2016
Lagoon,39,38.4,Caribbean,Mexico,399000,2016
Lagoon,39,38.4,Caribbean,Martinique,327591,2016
Lagoon,39,38.4,Caribbean,Martinique,267331,2016
Lagoon,39,38.4,Europe,Greece,312493,2016
Leopard,40,39.0,Caribbean,Grenada,365000,2016
Lagoon,400,39.0,Caribbean,Bahamas,340000,2016
Lagoon,400 S2,39.0,Caribbean,Bahamas,340000,2016
Leopard,40,39.0,Caribbean,Belize,329000,2016
Leopard,40,39.0,Caribbean,Belize,329000,2016
Leopard,40,39.0,Caribbean,Saint Lucia,319000,2016
Leopard,40,39.0,Europe,Italy,460769,2016
Lagoon,400,39.0,Europe,France,455156,2016
Lagoon,400,39.0,Europe,France,454706,2016
Lagoon,400 S2,39.0,Europe,Turkey,400850,2016
Lagoon,400,39.0,Europe,Turkey,400537,2016
Lagoon,400,39.0,Europe,Greece,364125,2016
Fountaine Pajot,Lucia 40,39.0,Europe,Croatia,363765,2016
Lagoon,400,39.0,Europe,Greece,358056,2016
Lagoon,400 S2,39.0,Europe,Greece,327968,2016
Lagoon,400,39.0,Europe,Greece,327712,2016
Lagoon,400 S2,39.0,Europe,Croatia,326753,2016
Lagoon,400,39.0,Europe,Croatia,326499,2016
Lagoon,400 S2,39.0,Europe,Italy,315821,2016
Lagoon,400,39.0,Europe,Italy,315575,2016
Lagoon,400,39.0,Europe,Croatia,309506,2016
Lagoon,400,39.0,USA,Florida,429000,2016
Fountaine Pajot,Lucia 40,39.0,USA,Massachusetts,395000,2016
Nautitech,40 Open,39.5,Caribbean,British Virgin Islands,380000,2016
Nautitech,40 Open,39.5,Europe,Croatia,475638,2016
Nautitech,40 Open,39.5,Europe,Greece,376262,2016
Nautitech,40 Open,39.5,Europe,Croatia,345919,2016
Nautitech,40 Open,39.5,Europe,Croatia,345919,2016
Nautitech,40,39.5,Europe,Croatia,345919,2016
Bali,4.0,40.0,Caribbean,Grenada,314361,2016
Bali,4.0,40.0,Europe,Greece,395204,2016
Bali,4.0,40.0,Europe,Greece,357702,2016
Bali,4.0,40.0,Europe,Greece,348995,2016
Chris White,MastFoil 40,40.0,USA,Florida,295000,2016
Bali,4.1,41.0,Europe,Greece,388650,2016
Bali,4.1,41.0,Europe,Greece,388400,2016
Maine Cat,41,41.6,USA,Florida,499900,2016
Bali,4.3,42.0,Europe,Greece,462052,2016
Lagoon,421,42.0,Europe,Croatia,460370,2016
Lagoon,421,42.0,Europe,Croatia,460011,2016
Lagoon,42,42.5,Caribbean,Dominican Republic,515334,2016
Lagoon,42,42.5,Caribbean,Grenada,464500,2016
Leopard,44,42.5,Caribbean,British Virgin Islands,389000,2016
Leopard,44,42.5,Caribbean,Bahamas,239999,2016
Lagoon,42,42.5,Europe,Italy,515844,2016
Lagoon,42,42.5,Europe,Italy,515844,2016
Lagoon,42,42.5,Europe,Italy,473362,2016
Lagoon,42,42.5,Europe,Spain,461585,2016
Lagoon,42,42.5,Europe,Spain,460769,2016
Bali,4.3,43.0,Caribbean,Saint-Martin,415000,2016
Bali,4.3,43.0,Europe,Spain,485155,2016
Bali,4.3,43.0,Europe,Greece,480291,2016
Fountaine Pajot,Helia 44,43.6,Caribbean,U.S. Virgin Islands,582000,2016
Fountaine Pajot,Helia 44 Evolution,43.6,Caribbean,U.S. Virgin Islands,582000,2016
Fountaine Pajot,Helia 44,43.6,Europe,France,625569,2016
Fountaine Pajot,Helia 44,43.6,Europe,Belgium,595804,2016
Fountaine Pajot,Helia 44,43.6,USA,Maryland,589000,2016
Fountaine Pajot,Helia 44,43.6,USA,Florida,399000,2016
Fountaine Pajot,Helia 44,43.6,USA,Florida,399000,2016
Bali,4.5,44.6,Europe,Spain,363154,2016
Nautitech,46 Fly,45.0,Caribbean,British Virgin Islands,519000,2016
Lagoon,450,45.8,Caribbean,Mexico,650000,2016
Lagoon,450,45.8,Caribbean,Puerto Rico,495000,2016
Lagoon,450F,45.8,Europe,Italy,546187,2016
Lagoon,450F,45.8,Europe,Italy,521912,2016
Lagoon,450F,45.8,Europe,Greece,516769,2016
Lagoon,450,45.8,Europe,Italy,510689,2016
Lagoon,450F,45.8,Europe,Greece,510689,2016
Lagoon,450F,45.8,Europe,Greece,509271,2016
Lagoon,450,45.8,Europe,Greece,498152,2016
Lagoon,450F,45.8,Europe,Greece,497146,2016
Lagoon,450F,45.8,Europe,Italy,474211,2016
Lagoon,450F,45.8,Europe,Greece,472895,2016
Lagoon,45F,45.8,Europe,Greece,472895,2016
Leopard,48,48.0,Caribbean,British Virgin Islands,465000,2016
Leopard,48 Crewed Version,48.0,Caribbean,British Virgin Islands,465000,2016
Leopard,48,48.0,Caribbean,British Virgin Islands,459000,2016
Leopard,48,48.0,Caribbean,Bahamas,339999,2016
Fountaine Pajot,SABA 50,49.0,Caribbean,Saint-Martin,735636,2016
Fountaine Pajot,SABA 50,49.0,Caribbean,Guadeloupe,667544,2016
Fountaine Pajot,SABA 50,49.0,Caribbean,Martinique,601884,2016
Fountaine Pajot,SABA 50,49.0,Caribbean,Martinique,595804,2016
Fountaine Pajot,SABA 50,49.0,Caribbean,British Virgin Islands,595000,2016
Fountaine Pajot,SABA 50 Maestro,49.0,Europe,Spain,922450,2016
Fountaine Pajot,SABA 50,49.0,Europe,Greece,825350,2016
Lagoon,52,52.0,Caribbean,Martinique,836660,2016
Lagoon,52F,52.0,Caribbean,Panama,690000,2016
Lagoon,52,52.0,Caribbean,Grenada,627812,2016
Lagoon,52,52.0,Europe,France,924104,2016
Lagoon,52,52.0,Europe,France,923169,2016
Lagoon,52,52.0,Europe,France,843556,2016
Lagoon,52,52.0,Europe,France,840000,2016
Dix Harvey,DH550,55.0,Europe,Spain,845069,2016
Dix Harvey,DH550,55.0,Europe,Spain,845069,2016
Dix Harvey,DH550,55.0,Europe,Portugal,845069,2016
Lagoon,39,38.4,Europe,Greece,358335,2017
Lagoon,39,38.4,Europe,Greece,357702,2017
Lagoon,39,38.4,Europe,Croatia,333781,2017
Lagoon,39,38.4,Europe,Italy,297369,2017
Lagoon,40,38.5,Europe,Spain,382331,2017
Leopard,40,39.0,Caribbean,Bahamas,209999,2017
Lagoon,400,39.0,Europe,Sweden,511198,2017
Fountaine Pajot,Lucia 40,39.0,Europe,France,497637,2017
Fountaine Pajot,Lucia 40,39.0,Europe,Greece,473732,2017
Fountaine Pajot,Lucia 40,39.0,Europe,Greece,473362,2017
Lagoon,400,39.0,Europe,Greece,455156,2017
Lagoon,400 S2,39.0,Europe,Greece,388703,2017
Lagoon,400,39.0,Europe,Greece,388400,2017
Fountaine Pajot,Lucia 40,39.0,Europe,Croatia,363765,2017
Fountaine Pajot,Lucia 40,39.0,Europe,Croatia,363765,2017
Lagoon,400,39.0,Europe,Croatia,362911,2017
Fountaine Pajot,Lucia 40 Owner's Version,39.0,USA,Florida,495000,2017
Seawind,1190 Sport,39.0,USA,Washington,400000,2017
Seawind,1190 Sport,39.0,USA,Washington,400000,2017
Nautitech,40 Open,39.5,Europe,France,479431,2017
Nautitech,40 Open,40.0,USA,Rhode Island,398000,2017
Bali,4.3,42.0,Europe,Greece,452325,2017
Lagoon,42,42.5,Caribbean,Martinique,558110,2017
Lagoon,42,42.5,Caribbean,Martinique,557470,2017
Lagoon,42,42.5,Caribbean,Martinique,522848,2017
Lagoon,42,42.5,Caribbean,Martinique,522510,2017
Lagoon,42,42.5,Europe,Spain,547167,2017
Lagoon,42 Owners Version,42.5,Europe,Spain,546613,2017
Lagoon,42,42.5,Europe,Spain,546613,2017
Lagoon,42 Owners Version,42.5,Europe,Spain,545648,2017
Lagoon,42,42.5,Europe,Turkey,545648,2017
Lagoon,42,42.5,Europe,Turkey,544184,2017
Lagoon,42,42.5,Europe,Turkey,543760,2017
Lagoon,42,42.5,Europe,Greece,534050,2017
Lagoon,42,42.5,Europe,France,534050,2017
Lagoon,42,42.5,Europe,Croatia,516246,2017
Lagoon,42,42.5,Europe,Croatia,515844,2017
Lagoon,42,42.5,Europe,Greece,510689,2017
Lagoon,42,42.5,Europe,Greece,510172,2017
Lagoon,42,42.5,Europe,Greece,509775,2017
Lagoon,42,42.5,Europe,Greece,480291,2017
Lagoon,42,42.5,Europe,Greece,479805,2017
Lagoon,42,42.5,Europe,Greece,479431,2017
Lagoon,42,42.5,Europe,Greece,479431,2017
Lagoon,42,42.5,Europe,Croatia,473732,2017
Lagoon,42,42.5,Europe,Croatia,473362,2017
Lagoon,42,42.5,Europe,Greece,472895,2017
Lagoon,42,42.5,Europe,Croatia,461225,2017
Lagoon,42,42.5,Europe,Croatia,459620,2017
Lagoon,42,42.5,Europe,Croatia,459155,2017
Lagoon,42,42.5,Europe,Croatia,458344,2017
Lagoon,42,42.5,Europe,Greece,458344,2017
Lagoon,42,42.5,Europe,Malta,425144,2017
Lagoon,42,42.5,Europe,Greece,423599,2017
Lagoon,42,42.5,Europe,Greece,413415,2017
Lagoon,42,42.5,Europe,Greece,398420,2017
Lagoon,42,42.5,Europe,Greece,398110,2017
Lagoon,42,42.5,Europe,Greece,394776,2017
Lagoon,42,42.5,Europe,Greece,394469,2017
Lagoon,42,42.5,Europe,Greece,394079,2017
Lagoon,42,42.5,Europe,Greece,389097,2017
Lagoon,42,42.5,Europe,Greece,381953,2017
Lagoon,42,42.5,USA,North Carolina,545000,2017
Lagoon,42,42.5,USA,North Carolina,545000,2017
Bali,4.3,43.0,Europe,Greece,449087,2017
Fountaine Pajot,Helia 44,43.6,Caribbean,British Virgin Islands,540000,2017
Fountaine Pajot,Helia 44,43.6,Caribbean,British Virgin Islands,529000,2017
Fountaine Pajot,Helia 44,43.6,USA,Florida,450000,2017
Bali,4.5,44.6,Europe,Italy,601884,2017
Bali,4.5,44.6,Europe,Italy,601275,2017
Bali,4.5,44.6,Europe,Greece,426790,2017
Bali,4.5,44.6,Europe,Greece,350908,2017
Nautitech,46 open,45.0,Caribbean,Guatemala,589343,2017
Nautitech,46 Open,45.0,Caribbean,Guatemala,589151,2017
Nautitech,46 Open,45.0,Caribbean,Guatemala,588669,2017
Nautitech,46 Open,45.0,Caribbean,Guatemala,588087,2017
Nautitech,46 Fly,45.0,Caribbean,British Virgin Islands,519000,2017
Nautitech,46 Fly,45.0,Europe,Greece,662010,2017
Nautitech,46 Fly,45.0,Europe,Greece,661494,2017
Nautitech,46 Open,45.0,Europe,Greece,607348,2017
Nautitech,46 Open,45.0,Europe,Greece,606875,2017
Nautitech,46 Open,45.0,Europe,Greece,594737,2017
Nautitech,46 Fly,45.0,Europe,Croatia,525317,2017
Nautitech,46 Fly,45.0,Europe,Croatia,523822,2017
Leopard,45,45.0,Europe,Turkey,449000,2017
Leopard,45,45.0,Europe,Turkey,449000,2017
Lagoon,450F,45.8,Caribbean,Aruba,680000,2017
Lagoon,450F,45.8,Caribbean,U.S. Virgin Islands,599000,2017
Lagoon,450,45.8,Caribbean,British Virgin Islands,529000,2017
Lagoon,450F,45.8,Europe,Croatia,791947,2017
Lagoon,450F,45.8,Europe,Croatia,785793,2017
Lagoon,450S,45.8,Europe,Portugal,600000,2017
Lagoon,450S,45.8,Europe,Portugal,600000,2017
Lagoon,450,45.8,Europe,Portugal,582600,2017
Lagoon,450S,45.8,Europe,France,582024,2017
Lagoon,450S,45.8,Europe,Spain,582024,2017
Lagoon,450F,45.8,Europe,Croatia,571486,2017
Lagoon,450F,45.8,Europe,Croatia,570830,2017
Lagoon,450F,45.8,Europe,Croatia,569899,2017
Lagoon,450F,45.8,Europe,Croatia,569899,2017
Lagoon,450F,45.8,Europe,Croatia,541087,2017
Lagoon,450F,45.8,Europe,Croatia,540677,2017
Lagoon,450F,45.8,Europe,Italy,509775,2017
Lagoon,450,45.8,Europe,Croatia,484664,2017
Lagoon,450,45.8,Europe,Croatia,483808,2017
Bali,4.6,46.85,Europe,Spain,314051,2017
Leopard,48,48.0,Caribbean,Bahamas,379999,2017
Leopard,48,48.0,Caribbean,British Virgin Islands,195000,2017
Leopard,48,48.0,Europe,Turkey,479999,2017
Leopard,48,48.0,Europe,Turkey,479999,2017
Fountaine Pajot,SABA 50,49.0,Caribbean,U.S. Virgin Islands,1039617,2017
Lagoon,52F,52.0,Caribbean,U.S. Virgin Islands,1100000,2017
Lagoon,52,52.0,Caribbean,U.S. Virgin Islands,995000,2017
Lagoon,52,52.0,Europe,Turkey,1155130,2017
Lagoon,52F,52.0,Europe,Sweden,547167,2017
Lagoon,52F,52.0,Europe,Croatia,480291,2017
Lagoon,52F,52.0,Europe,Croatia,479805,2017
Lagoon,52,52.0,USA,Florida,1045000,2017
Privilege,Series 5,56.0,Caribbean,Guadeloupe,1094334,2017
Lagoon,380,38.0,Caribbean,Grenada,330000,2018
Lagoon,40,38.5,Europe,Spain,498530,2018
Lagoon,40,38.5,Europe,Spain,498026,2018
Lagoon,40,38.5,Europe,France,451515,2018
Lagoon,40,38.5,Europe,Croatia,431654,2018
