Variant,vscore
Lagoon 450,418298.49800179794
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450,418298.49800179794
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450,418298.49800179794
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 45F,387501.86140447593
Leopard 48,362589.5037614778
Leopard 48 Crewed Version,367430.6660393065
Leopard 48,362589.5037614778
Leopard 48,362589.5037614778
Fountaine Pajot SABA 50,596087.2223959196
Fountaine Pajot SABA 50,596087.2223959196
Fountaine Pajot SABA 50,596087.2223959196
Fountaine Pajot SABA 50,596087.2223959196
Fountaine Pajot SABA 50,596087.2223959196
Fountaine Pajot SABA 50 Maestro,821925.2684502685
Fountaine Pajot SABA 50,596087.2223959196
Lagoon 52,775617.9815944554
Lagoon 52F,725436.1212415542
Lagoon 52,775617.9815944554
Lagoon 52,775617.9815944554
Lagoon 52,775617.9815944554
Lagoon 52,775617.9815944554
Lagoon 52,775617.9815944554
Dix Harvey DH550,692470.443788196
Dix Harvey DH550,692470.443788196
Dix Harvey DH550,692470.443788196
Lagoon 39,266275.47603053367
Lagoon 39,266275.47603053367
Lagoon 39,266275.47603053367
Lagoon 39,266275.47603053367
Lagoon 40,307764.5456948422
Leopard 40,278078.4179273844
Lagoon 400,276135.9073041746
Fountaine Pajot Lucia 40,318107.9352434167
Fountaine Pajot Lucia 40,318107.9352434167
Fountaine Pajot Lucia 40,318107.9352434167
Lagoon 400,276135.9073041746
Lagoon 400 S2,283053.4720806253
Lagoon 400,276135.9073041746
Fountaine Pajot Lucia 40,318107.9352434167
Fountaine Pajot Lucia 40,318107.9352434167
Lagoon 400,276135.9073041746
Fountaine Pajot Lucia 40 Owner's Version,375903.11708917463
Seawind 1190 Sport,303760.0946175147
Seawind 1190 Sport,303760.0946175147
Nautitech 40 Open,312688.9774143646
Nautitech 40 Open,312688.9774143646
Bali 4.3,375134.4593788925
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42 Owners Version,359659.05970917497
Lagoon 42,361953.41455677926
Lagoon 42 Owners Version,359659.05970917497
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Bali 4.3,375134.4593788925
Fountaine Pajot Helia 44,423353.4250403182
Fountaine Pajot Helia 44,423353.4250403182
Fountaine Pajot Helia 44,423353.4250403182
Bali 4.5,379022.8365511475
Bali 4.5,379022.8365511475
Bali 4.5,379022.8365511475
Bali 4.5,379022.8365511475
Nautitech 46 open,447547.213605425
Nautitech 46 Open,445461.0894869125
Nautitech 46 Open,445461.0894869125
Nautitech 46 Open,445461.0894869125
Nautitech 46 Fly,455877.7408311552
Nautitech 46 Fly,455877.7408311552
Nautitech 46 Fly,455877.7408311552
Nautitech 46 Open,445461.0894869125
Nautitech 46 Open,445461.0894869125
Nautitech 46 Open,445461.0894869125
Nautitech 46 Fly,455877.7408311552
Nautitech 46 Fly,455877.7408311552
Leopard 45,403715.5429923646
Leopard 45,403715.5429923646
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450,418298.49800179794
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450S,434320.1152860059
Lagoon 450S,434320.1152860059
Lagoon 450,418298.49800179794
Lagoon 450S,434320.1152860059
Lagoon 450S,434320.1152860059
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450,418298.49800179794
Lagoon 450,418298.49800179794
Bali 4.6,238490.40368681276
Leopard 48,362589.5037614778
Leopard 48,362589.5037614778
Leopard 48,362589.5037614778
Leopard 48,362589.5037614778
Fountaine Pajot SABA 50,596087.2223959196
Lagoon 52F,725436.1212415542
Lagoon 52,775617.9815944554
Lagoon 52,775617.9815944554
Lagoon 52F,725436.1212415542
Lagoon 52F,725436.1212415542
Lagoon 52F,725436.1212415542
Lagoon 52,775617.9815944554
Privilege Series 5,897513.3041628164
Lagoon 380,216314.90561188976
Lagoon 40,307764.5456948422
Lagoon 40,307764.5456948422
Lagoon 40,307764.5456948422
Lagoon 40,307764.5456948422
Lagoon 40,307764.5456948422
Lagoon 40,307764.5456948422
Lagoon 40,307764.5456948422
Lagoon 40,307764.5456948422
Leopard 40,278078.4179273844
Fountaine Pajot Lucia 40,318107.9352434167
Fountaine Pajot Lucia 40,318107.9352434167
Fountaine Pajot Lucia 40,318107.9352434167
Lagoon 400,276135.9073041746
Lagoon 400,276135.9073041746
Nautitech 40 Open,312688.9774143646
Nautitech 40 Open,312688.9774143646
Nautitech 40 Open,312688.9774143646
Nautitech 40 Open,312688.9774143646
Nautitech 40 Open,312688.9774143646
Nautitech 40,245191.4927803569
Bali 4.0,301838.4928890015
Bali 4.0,301838.4928890015
Bali 4.1,310914.2595234278
Bali 4.1,310914.2595234278
Bali 4.1,310914.2595234278
Bali 4.1,310914.2595234278
Bali 4.1,310914.2595234278
Seawind 1260,418963.9888714823
Seawind 1260,418963.9888714823
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42 Owners Version,359659.05970917497
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Bali 4.3,375134.4593788925
Bali 4.3,375134.4593788925
Bali 4.3 LOFT,386573.49561419105
Antares 44GS,640768.4535681492
Nautitech 46 Open,445461.0894869125
Nautitech 46 Fly,455877.7408311552
Nautitech 46 Open,445461.0894869125
Nautitech 46 Open,445461.0894869125
Nautitech 46 Open,445461.0894869125
Fountaine Pajot Saona 47,560568.4329157843
Fountaine Pajot Saona 47,560568.4329157843
Fountaine Pajot Saona 47,560568.4329157843
Fountaine Pajot Saona 47,560568.4329157843
Fountaine Pajot Saona 47,560568.4329157843
Fountaine Pajot Saona 47,560568.4329157843
Fountaine Pajot Saona 47,560568.4329157843
Fountaine Pajot Saona 47,560568.4329157843
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450,418298.49800179794
Lagoon 450S,434320.1152860059
Lagoon 450F,419387.21138167364
Lagoon 450,418298.49800179794
Lagoon 450,418298.49800179794
Lagoon 450,418298.49800179794
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450,418298.49800179794
Lagoon 450,418298.49800179794
Lagoon 450S,434320.1152860059
Lagoon 450S,434320.1152860059
Lagoon 50,561074.7473621148
Lagoon 50,561074.7473621148
Lagoon 50,561074.7473621148
Chris White Atlantic 49MF,697099.7461895247
Fountaine Pajot SABA 50,596087.2223959196
Fountaine Pajot SABA 50,596087.2223959196
Fountaine Pajot SABA 50,596087.2223959196
Fountaine Pajot SABA 50,596087.2223959196
Lagoon 52 Sport,826724.3877817304
Lagoon 52F,725436.1212415542
Lagoon 52 Sport,826724.3877817304
HH Catamarans HH55 Catamaran,2034967.9459471991
Lagoon 380,216314.90561188976
Lagoon 380,216314.90561188976
Lagoon 380,216314.90561188976
Lagoon 40,307764.5456948422
Lagoon 40,307764.5456948422
Lagoon 40,307764.5456948422
Lagoon 40,307764.5456948422
Lagoon 40,307764.5456948422
Lagoon 40,307764.5456948422
Lagoon 40,307764.5456948422
Lagoon 40,307764.5456948422
Lagoon 400,276135.9073041746
Lagoon 400,276135.9073041746
Fountaine Pajot Lucia 40,318107.9352434167
Fountaine Pajot Astrea 42,421716.7418964044
Bali 4.1,310914.2595234278
Bali 4.1,310914.2595234278
Bali 4.1,310914.2595234278
Bali 4.1,310914.2595234278
Bali 4.1,310914.2595234278
Bali 4.1,310914.2595234278
Bali 4.1,310914.2595234278
Bali 4.1,310914.2595234278
Bali 4.1,310914.2595234278
Fountaine Pajot Astrea 42,421716.7418964044
Fountaine Pajot Astrea 42,421716.7418964044
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Lagoon 42,361953.41455677926
Bali 4.3,375134.4593788925
Bali 4.3,375134.4593788925
Bali 4.5,379022.8365511475
Bali 4.5,379022.8365511475
Bali 4.5,379022.8365511475
Outremer 45,625381.3794457092
Outremer 45,625381.3794457092
Nautitech 46 Fly,455877.7408311552
Nautitech 46 Fly,455877.7408311552
Leopard 45,403715.5429923646
Leopard 45,403715.5429923646
Fountaine Pajot Saona 47,560568.4329157843
Fountaine Pajot Saona 47,560568.4329157843
Fountaine Pajot Saona 47,560568.4329157843
Lagoon 450,418298.49800179794
Lagoon 450,418298.49800179794
Lagoon 450,418298.49800179794
Lagoon 450,418298.49800179794
Lagoon 450,418298.49800179794
Lagoon 450,418298.49800179794
Lagoon 450,418298.49800179794
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450,418298.49800179794
Lagoon 450,418298.49800179794
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450F,419387.21138167364
Lagoon 450,418298.49800179794
Lagoon 450S,434320.1152860059
Lagoon 46,484853.7452743335
Lagoon 46,484853.7452743335
Lagoon 50F,639342.9632507506
Lagoon 50F,639342.9632507506
Lagoon 50F,639342.9632507506
Lagoon 50,561074.7473621148
Lagoon 50,561074.7473621148
Lagoon 50,561074.7473621148
Lagoon 50,561074.7473621148
Bali 5.4,696463.9366169358
Bali 5.4,696463.9366169358
Privilege Series 5,897513.3041628164
